HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.age,Answer.assess,Answer.comments,Answer.education,Answer.enjoyment,Answer.fairprice,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.gender,Answer.listenerChoice,Answer.listenerSceneConfigs,Answer.listenerTurnOrder,Answer.litChoice1,Answer.litChoice2,Answer.litChoice3,Answer.litChoice4,Answer.litChoice5,Answer.litChoice6,Answer.litChoice7,Answer.litChoice8,Answer.nativeEnglish,Answer.othernativelanguage,Answer.problems,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
3KVQ0UJWPXYQOTW6KZQ8WTAK0UBW59,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3DPNQGW4LMSDLFBT5EZWIR1D5W246U,dkjsu532nz,Approved,Wed Oct 25 08:01:02 PDT 2017,Wed Oct 25 08:08:28 PDT 2017,Wed Oct 25 09:08:28 PDT 2017,2017-10-25 16:09:28 UTC,,,446,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,31,Yes,Fast and fun!,3,1,$2-3,{},Circle,Triangle with dashed lines,Triangle,Circle with smallest gap,Arrow,Square that is fuller,Cylinder,Triangle with one circle inside.,Circle,Line with least amount of slant,Cylinder,Half triangle,Cylinder that is least full,Arrow,Shortest line that is not an arrow,Square,Smaller triangle,Oval,Oval,Cylinder,Shorter ribbon,Thick line that is not an arrow,Slanted line with an arrow,Thinner line that is not an arrow,Arrow,Shortest line that is not an arrow,Square,Triangle,Rectangle,Rectangle,Cylinder,Ribbon,Arrow,Sloped line that is not an arrow,Thin line that is not an arrow,Square,Square that has dashes.,Triangle,Sloped arrow,Triangle,Not a square,Male,,CBAD;CDAB;CBAD;DCAB;BCAD;ACBD;BDAC;DACB,5;3;8;4;2;7;1;6,1,1,1,1,1,1,1,1,yes,{},No,2;2;2;1;2;1;1;2;2;1;2;1;2;1;2;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;2;1;2;2;1;2;1;2;2;1,CADB;CBAD;DCBA;CBAD;BADC;BACD;ACBD;DBCA;BADC;BADC;ADBC;BACD;CDBA;BCDA;BDAC;DCBA;ABDC;ADCB;CBAD;DCAB;BCDA;DBAC;DBAC;DACB;CDBA;ACDB;CABD;BCAD;BCDA;DCBA;BACD;CABD;DCAB;CABD;DABC;CDBA;DACB;DBAC;CBAD;BADC,23086;8176;12616;6808;8663;7512;14409;6217;8895;3511;5186;4968;3983;11696;12297;8742;4745;13920;5767;4569;4192;14961;4792;3663;3494;9553;3520;12867;11214;4447;3832;6824;23447;6953;5480;3584;11032;3480;6168;4944,sun,17;26;6;21;28;36;16;7;12;33;27;15;39;40;18;29;37;3;24;19;11;32;38;23;31;22;34;4;30;25;9;14;2;13;35;5;20;1;10;8,0,,
3KVQ0UJWPXYQOTW6KZQ8WTAK0UBW59,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3NVC2EB65RCUM32VBJP5RDT0Q6ZY33,4ko4dn5e96,Approved,Wed Oct 25 08:05:21 PDT 2017,Wed Oct 25 08:15:47 PDT 2017,Wed Oct 25 09:15:47 PDT 2017,2017-10-25 16:16:28 UTC,,,626,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,53,Yes,no,3,1,5,{},6 dots,lined triangle,triangle,almost complete circle,line,cylinder,cylinder,square,triangle,arrow,cylinder,partial triangle,cube,line,short line,square,square,oblong,thinner line,ribbon,cylinder,arrow,crooked line,arrow,arrow,arrow,triangle,triangle,rectangle,dark oval,cylinder,ribbon,line,arch line,thin line,square,triangle,6,arrow,square,sun,Male,,DCBA;ADCB;DABC;BCDA;DBCA;ACDB;ADBC;BDCA,6;5;3;8;2;4;7;1,1,1,1,1,1,1,1,1,yes,{},no,2;2;1;1;2;2;2;2;1;1;2;1;1;2;2;2;2;2;1;2;1;1;1;2;1;1;1;2;2;2;2;2;1;2;1;1;1;2;1;1,ADBC;ABDC;BCAD;BADC;ABDC;BDAC;DACB;CADB;ABDC;DBAC;DACB;DBAC;DCAB;BCDA;BADC;CBDA;CABD;BDAC;BADC;DCAB;ABDC;CADB;DBAC;ABCD;ACDB;CADB;ACBD;DCAB;BADC;DBCA;CDBA;CABD;DBAC;BCDA;ACDB;DABC;DACB;DBCA;CBDA;CBAD,20606;24936;11611;8284;12146;8663;18400;31557;7496;19238;7766;9793;8082;8597;10716;12777;7167;6845;5218;6093;13258;5361;5074;7289;4288;11247;9608;3965;7754;4283;4921;7066;31962;7403;11063;16423;6082;4567;6897;7852,sun,40;22;37;21;1;25;6;2;33;26;30;13;23;15;28;7;34;16;8;14;4;31;19;9;18;3;24;32;38;29;27;17;12;35;10;36;5;39;20;11,0,,
3KVQ0UJWPXYQOTW6KZQ8WTAK0UBW59,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3URFVVM166VEQNPJMPNPSTS29DMUZX,nfm5kno7nm,Approved,Wed Oct 25 08:02:15 PDT 2017,Wed Oct 25 08:14:13 PDT 2017,Wed Oct 25 09:14:13 PDT 2017,2017-10-25 16:14:28 UTC,,,718,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,25,Yes,I thought this was fun and I enjoyed taking this experiment!,3,1,2,{},bottom left,top right,bottom right,top square,top right,top left,bottom right,bottom left,bottom left,top left,bottom right,bottom right,top right,top right,top right,top left,bottom left,bottom left,bottom left,top right,top left,top left,bottom left,top right,top left,top left,bottom left,top left,bottom rectangle,bottom right,top left,top right,bottom left,top left,top right,top right,top left,top left,bottom arrow left,bottom left,top right,Male,,DBAC;CADB;CABD;CBDA;ACBD;DBAC;ABDC;BDAC,1;2;5;4;7;3;6;8,1,1,1,1,1,1,1,1,yes,{},{},2;2;2;2;2;2;1;2;1;1;1;2;1;1;2;2;2;1;2;1;2;2;1;1;1;2;1;2;2;2;2;2;1;2;1;1;2;1;2;1,ADCB;CDBA;DBCA;BDCA;CDAB;DCBA;BACD;ABDC;BADC;ADBC;BCDA;DACB;BCAD;BACD;ACBD;CABD;DABC;ADBC;CBAD;CBDA;BADC;BCAD;BDCA;CADB;DABC;ACDB;BCAD;BCAD;BADC;BDAC;CBAD;DBAC;ADBC;CABD;CBAD;ACDB;CABD;DCAB;BDAC;CBAD,4055;2694;2102;4751;4782;2382;2888;1551;2345;1753;2895;2256;2544;1904;3257;1952;1479;1528;1473;1361;1622;1497;1872;1431;3528;3127;2057;2407;2504;4087;3191;5112;4576;5041;2919;2274;2662;2688;2425;4103,sun,18;33;5;15;25;1;40;30;34;7;3;31;16;38;14;32;4;23;22;21;6;27;13;28;36;39;10;17;20;2;12;35;8;37;24;26;29;11;19;9,0,,
3R5OYNIC2CM2PMAV99UB7F82N0UTP2,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,33M4IA01QHEX50XNHD4ZQXP7UEKRXT,ghlwq3ftvl,Approved,Wed Oct 25 08:01:20 PDT 2017,Wed Oct 25 08:11:59 PDT 2017,Wed Oct 25 09:11:59 PDT 2017,2017-10-25 16:12:28 UTC,,,639,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,27,Yes,Fun HIT.,1,1,$2.00 ,{},Circle,Striped Triangle,Triangle,Square,Arrow,Cylinder,Cube,Square,Circle,Obtuse Angle,Cylinder,Bracket,Cube,Line,Small line,Triangle,Smaller Triangle,Rectangle,Circle,Cylinder,Small tornado,Arrow,Pointed Arrow,Line,line,Short Line,Square,Triangle,Circle,Rectangle,tornado,Tornado,Line,Pointed Arrow,Thin Line,Circle,Striped Square,Square,Pointed Arrow,Square,Sun,Male,,CDBA;CDAB;DBCA;BCAD;ACBD;BADC;CDAB;ADCB,8;5;2;6;7;4;1;3,1,1,1,1,1,1,1,1,yes,{},No,2;2;2;2;1;1;2;2;1;1;2;2;2;2;1;2;1;1;1;2;1;1;2;1;2;2;2;1;2;1;1;1;2;2;2;2;2;2;1;1,BACD;DBAC;CBDA;DBCA;DABC;ABDC;BDAC;BCDA;ADCB;DBCA;CADB;BDAC;CABD;BCDA;DCAB;ACDB;CADB;BCAD;CADB;DCAB;BADC;ABDC;DACB;DACB;ACBD;DBCA;ABDC;DCAB;BCAD;CBAD;DBCA;ABDC;CBAD;DCAB;CABD;DCBA;CADB;CDBA;CBDA;CDBA,10612;6810;3177;3109;2503;3279;8067;9709;2188;4587;2540;4309;6130;2583;1472;1679;1393;1849;4446;1825;6255;3575;3503;2583;1823;2183;7750;1544;3724;2073;1730;4533;1966;4419;2821;2225;7585;3624;2731;3276,sun,37;7;14;5;9;23;8;26;27;21;13;2;36;25;31;29;16;11;28;30;10;4;6;12;39;35;18;33;32;1;34;24;38;40;20;15;3;22;17;19,0,,
3R5OYNIC2CM2PMAV99UB7F82N0UTP2,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3DY4FPOOA2151BSSHY3H2CSME3CRVQ,6obtqrbeqm,Approved,Wed Oct 25 08:01:23 PDT 2017,Wed Oct 25 08:21:52 PDT 2017,Wed Oct 25 09:21:52 PDT 2017,2017-10-25 16:22:28 UTC,,,1229,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,20,Yes,Thank you!,1,1,yes,{},circle,triangle,triangle,slightly open circle,arrow,cylinder,cube,triangle with one circle,slightly open circle,line,cube,open circle,cylinder with small amount of liquid,line,arrow,square,square,oval,thin rectangle,cylinder,circle,arrow,the line without the arrow,arrow,line without the arrow,arrow,square,small square,oval,rectangle,twirls,twirl,line without arrow,line with arrow,thin line without arrow,circle,striped square,triangle,curved line,square,sun,Female,,ABDC;DABC;CADB;DABC;BCDA;BDCA;DBCA;DBAC,6;8;1;2;3;7;5;4,1,1,1,1,1,1,1,1,yes,{},no,2;1;1;2;1;1;1;2;1;1;2;1;2;2;1;1;1;2;2;1;1;2;1;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;1;1,CDBA;BDCA;BACD;ADCB;DCAB;BADC;DBAC;CBAD;ABDC;BDCA;CBAD;BADC;CBAD;ABDC;CBAD;CDBA;CBDA;BACD;ADCB;DABC;DBAC;ADBC;ABDC;DBCA;CABD;CDBA;BDCA;BDCA;ADCB;DCAB;ADBC;CDAB;ACDB;BACD;ACBD;DBCA;CBDA;ABCD;BDAC;CDAB,36072;3157;2866;6701;2873;3657;15016;6630;27621;9858;3964;18399;10738;5946;5727;3770;3531;5210;2961;3532;5237;5199;6918;2029;3811;6784;4326;5179;2075;3006;2759;4853;2184;4144;8832;4658;7152;1903;18760;8856,sun,27;25;19;7;29;1;16;36;2;37;30;3;12;4;14;24;32;31;18;9;11;8;26;22;38;6;23;34;21;33;5;28;35;10;15;39;17;13;20;40,0,,
3R5OYNIC2CM2PMAV99UB7F82N0UTP2,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3HMVI3QICK5YC0OGOFBM3KE3SMLY1B,h0ydgk5glo,Approved,Wed Oct 25 08:05:20 PDT 2017,Wed Oct 25 08:20:38 PDT 2017,Wed Oct 25 09:20:38 PDT 2017,2017-10-25 16:21:28 UTC,,,918,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,51,No,{},2,1,3,{},square lego,striped triangle,triangle,baton,mustache line,cylinder,cylinder,square,empty triangle,almost straight line,square,semicircle,least filled cylinder,arrow,short line,square,short triangle,squashed oval,flat oval,cylinder,small cylinder,arrow,arrow-less line,arrow,line,shortest line,square,small rectangle,rectangle,thin tall rectangle,tornado,little squiggle,rectangle,mustache no arrow,pizza,square pizza,striped triangle,triangle lego,mustache arrow,triangle pizza,sun,Male,,ADBC;BDAC;ADBC;CDAB;DBCA;CBDA;ADBC;ADCB,8;6;2;5;1;3;7;4,1,1,1,1,1,1,1,1,yes,{},no,1;1;1;1;2;2;1;2;2;1;2;1;1;2;1;2;2;1;2;1;2;1;1;1;1;2;2;2;2;2;1;1;2;1;1;2;2;2;1;2,BADC;CDAB;DABC;CBAD;ACBD;DACB;DCAB;ABCD;DBCA;ABDC;CBDA;CBDA;ABDC;CABD;BDAC;BCAD;DABC;ADCB;BDAC;BACD;ADBC;CBDA;CADB;CBDA;CBDA;BADC;ABDC;DBCA;DCBA;CDAB;ADCB;BDAC;CBAD;ACBD;BCDA;ACBD;BADC;DBCA;DBCA;CDBA,10610;8224;9612;13363;11764;41745;10183;7608;16515;15955;14116;8003;8028;11176;6892;12208;11372;10524;15705;16122;12216;13769;32424;11396;11100;8563;9319;17524;9856;11440;10508;21564;16763;6564;13580;11492;12275;10484;9980;8195,sun,33;40;12;11;15;27;37;23;31;5;16;14;19;28;30;38;22;1;2;24;13;6;18;9;35;26;32;3;7;17;34;20;10;21;25;4;36;39;8;29,1,,
3R5OYNIC2CM2PMAV99UB7F82N0UTP2,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3R3YRB5GRGGDPFHBAX7QB01T0SFUAW,k6sxh7ny9o,Approved,Wed Oct 25 08:00:53 PDT 2017,Wed Oct 25 08:11:52 PDT 2017,Wed Oct 25 09:11:52 PDT 2017,2017-10-25 16:12:28 UTC,,,659,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,21,Yes,{},1,1,2,{},5 dot square,lined triangle,circle,outline square,curved line,cylinder,empty cylinder,Square,99% circle,right arrow,Almost full cylinder,3/4 circle,cube,thin line,bold arrow,square,small square,oval,small rectangle,cylinder,circle,line,Bent arrow,Arrow,straight arrow,small line,triangle,small triangle,oval,rectangle,stubby cylinder,Confettii,big line,curved arrow,thinner line,infected square,lined square,almost empty cylinder,curved line,infected triangle,Sun,Male,,DCBA;BDAC;BDAC;BDCA;CADB;BCAD;CDBA;CBAD,5;4;6;7;1;3;8;2,1,1,1,1,1,1,1,1,yes,{},{},1;1;2;2;2;1;2;1;2;1;1;2;1;2;2;2;1;2;1;2;1;2;1;2;1;1;2;2;1;2;2;1;1;2;2;2;1;2;1;1,BDAC;CADB;ADBC;BACD;BCDA;BDCA;CADB;ACDB;BDCA;DCBA;BCDA;CBAD;ABCD;CBDA;CBAD;CABD;CABD;DACB;CABD;DACB;BCDA;ACDB;BCDA;BADC;DABC;ABCD;ABDC;BCAD;BDAC;CBDA;ABDC;BCDA;ACBD;ACDB;ADCB;BCDA;BCDA;CABD;BDAC;ADBC,13663;7217;6335;12400;7360;4016;4880;3824;13679;8456;5288;6760;10096;6176;5344;5680;7176;12576;4464;4736;4976;6071;5553;7256;11104;8312;8991;5024;6032;7287;18432;3904;3880;3360;4824;5056;4991;5321;4975;6249,sun,30;23;3;26;14;36;27;29;2;38;16;28;19;37;32;13;17;24;21;40;18;6;34;20;4;1;9;39;7;10;31;33;25;35;11;5;8;22;15;12,0,,
3T2EL38U0MXU6FKUEWAXWNJI5S4QX9,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,34MAJL3QP50EOWOBMC1YBOPTV5043O,38q8gjbvs9,Approved,Wed Oct 25 08:01:00 PDT 2017,Wed Oct 25 08:15:08 PDT 2017,Wed Oct 25 09:15:08 PDT 2017,2017-10-25 16:15:28 UTC,,,848,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,62,Yes,"I think I called a vertical line, ""horizontal"". Maybe. I think I did. Sorry.",-1,1,yes. Thank you!,{},square,square with horizontal lines,circle,square,arrow,cylinder,cube,triangle with one bump,circle,arrow,cube,diagonal line,cube,arrow,short line,square,smaller triangle,oval,column not the rectangle,cylinder,smaller squiggle,horizontal line not the arrow,line not the arrow,thinner horizontal line that is not an arrow,arrow,arrow,triangle,triangle,rectangle,column,vortex,squiggle,arrow,arched line not the arrow,arrow,square,square with vertical lines,triangle,curved arrow,square,sun,Female,,ABCD;CADB;BCDA;BDCA;ACBD;DACB;ACDB;DBAC,3;2;1;4;6;8;7;5,1,1,1,1,1,1,1,1,yes,{},no bugs or problems,1;2;1;1;2;1;1;2;1;2;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;1;1;2;2;1;2;1;2;2;2;2;2,BDCA;DCBA;DCAB;DABC;BDAC;CADB;DACB;DBAC;CBAD;BACD;DCBA;DBCA;ADBC;DCAB;CDAB;ACDB;BCDA;ACBD;ACDB;BCDA;ADCB;BDCA;DBAC;CBDA;CADB;ABCD;ADCB;ACDB;BDAC;ACBD;ACBD;ADCB;ACBD;CDAB;CABD;ADBC;DBCA;BDAC;BDCA;ADCB,27047;21327;7928;5896;5856;5672;6352;6248;8528;5376;5271;5809;6919;12736;5512;10952;7688;7032;4600;17971;8445;5136;5536;15480;5288;6280;4464;4152;4912;4160;3142;11338;10853;2539;9543;4030;7504;2814;3719;17560,sun,10;24;23;19;17;38;11;31;22;32;25;9;27;2;34;16;7;35;1;6;37;33;5;26;40;8;21;13;14;15;18;3;4;20;28;36;29;39;12;30,0,,
3T2EL38U0MXU6FKUEWAXWNJI5S4QX9,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3KRVW3HTZOYYC3YWIV2V5QE59CKSMZ,yol2iumug0,Approved,Wed Oct 25 08:05:19 PDT 2017,Wed Oct 25 08:31:54 PDT 2017,Wed Oct 25 09:31:54 PDT 2017,2017-10-25 16:32:28 UTC,,,1595,100% (3/3),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,38,Yes,{},2,1,I feel fairly compensated. Thank you.,{},circle,square,triangle,square,slanted line,cylinder,square,triangle,circle,arrow,cylinder,open circle,almost empty cylinder,line,arrow,square,triangle,oval,oval,tornado,small ribbon,line,arrow,arrow,arrow,short line,square,small square,rectangle,line,tornado,ribbon,arrow,frown,thin line,circle,triangle,square,arrow,square,sun,Female,,DCBA;DABC;DBAC;ACBD;CBAD;CBDA;CDBA;CABD,3;8;2;6;7;1;5;4,1,1,1,1,1,1,1,1,yes,{},No.,2;1;2;1;1;2;2;2;1;2;2;2;1;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;2;1;2;1;1;2;2;2;2;1,BACD;ADCB;ACDB;BACD;BDCA;BACD;DBCA;BCDA;ABDC;CBDA;BCDA;DACB;DBCA;ACDB;DABC;BADC;DCBA;DABC;DCBA;CADB;ACBD;BACD;ACDB;BACD;BDAC;ABDC;DCAB;ABDC;DCBA;BDAC;BDAC;BDCA;BDCA;ACDB;DBAC;CBDA;ACDB;DCBA;ADBC;BCDA,17392;9865;31399;15590;7535;6456;8021;10798;7995;6281;8866;6970;5918;7351;9912;7630;6229;6161;6988;5635;5926;5680;8701;5716;6143;6811;5760;5704;6587;9459;8678;7175;15120;8208;8684;5716;6775;6038;7013;12725,sun,4;14;20;28;9;5;40;7;35;23;27;8;36;15;13;1;11;33;37;29;3;22;2;21;38;10;30;12;17;24;32;34;19;26;39;31;6;18;16;25,0,,
3T2EL38U0MXU6FKUEWAXWNJI5S4QX9,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3PB5A5BD0WJC1VIIJP6PXUYCQD27GS,1f70tpc3fg,Approved,Wed Oct 25 09:05:34 PDT 2017,Wed Oct 25 09:34:12 PDT 2017,Wed Oct 25 10:34:12 PDT 2017,2017-10-25 17:34:28 UTC,,,1718,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,51,Yes,{},4,1,Yes,{},square,striped triangle,circle,square,curved line,fuller cube,cylinder,single dot triangle,circle,arrow,cube,broken circle,cube,line,arrow,triangle,small triangle,rectangle,skinny rectangle,cylinder,disk,line,bent line,arrow,line,arrow,square,small square,rectangle,skinny oval,cylinder,ribbon,arrow,arrow arc,skinny line,square,striped square,triangle,arrow arc,dotted square,sun,Male,,BDCA;CDBA;DACB;DBCA;DCBA;CADB;ABCD;ACDB,2;1;6;5;7;3;4;8,1,1,1,1,1,1,1,1,yes,{},No,1;1;1;2;2;1;1;2;1;1;1;2;1;1;2;1;1;2;2;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;1;1;1;2;2;1,CADB;CABD;DBCA;CBDA;ABCD;DBCA;DBAC;BDAC;CDBA;ABCD;ADBC;CDAB;DBCA;CADB;ACDB;ADBC;BCDA;CBDA;BACD;ADCB;DBCA;DCBA;BACD;CABD;BCDA;CABD;ACBD;DBAC;BCAD;ADBC;DBAC;DBAC;DBAC;ACBD;BADC;CBDA;DCBA;DCBA;BCAD;CADB,14509;17699;10140;17154;30804;6890;22850;7519;9877;16808;8074;14470;17251;8023;9288;10269;9878;15824;7560;8551;6081;8458;14544;6081;7043;13770;25628;9389;6515;6761;8502;18207;8852;22272;15746;7346;10614;30540;6762;27645,sun,22;6;20;24;8;39;14;30;37;21;32;10;26;35;29;34;4;9;12;27;23;36;38;31;18;28;2;7;11;5;33;3;15;40;25;19;17;13;1;16,0,,
