workerid,proliferate.condition,ExpFiller,Intro_object,Prime,Res_object,competitor1,competitor2,condition,condition1,correctAns1,correctAns2,determiner,determiner1,displayID,display_type,figure,instruction1,instruction3,list,location1,location10,location2,location3,location4,location5,location6,location7,location8,location9,object1,object2,object3,object4,practiceTrialType,practice_trial_number,prime,response,response_times,setting,size,size1,target1,target2,target_figure1,target_figure3,target_object1,target_object3,trial_number,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
69,List1,Exp,,BoyTwoMichaelPencils,,1,7,num,,AOI2,AOI8,two,,28,44-22,Michael's,,Click on the boy that has two of Michael's pencils,1,3_scissors,girl,2_pencils,2_erasers,3_rulers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,blonde boy woth pencils,10971,stationeries,small,,2,8,,boy,,2_pencils,13,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlSomeMichaelRulers,,3,9,some,,AOI4,AOI10,some,,30,44-22,Michael's,,Click on the girl that has some of Michael's rulers,1,3_erasers,girl,2_pencils,2_scissors,3_rulers,1_ruler,1_eraser,boy,boy,girl,,,,,,,,browne haired girl with rulers,19928,stationeries,big,,4,10,,girl,,3_rulers,14,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Filler,,GirlOneMichaelErasers,,4,10,one,,AOI3,AOI9,one,,41,33-33,Michael's,,Click on the girl that has one of Michael's erasers,1,3_pencils,girl,3_scissors,1_eraser,3_rulers,2_erasers,0,boy,boy,girl,,,,,,,,brown haired girl with erasers,24792,stationeries,small,,3,9,,girl,,1_eraser,15,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlTwoSusanBananas,,3,9,num,,AOI4,AOI10,two,,5,33-33,Susan's,,Click on the girl that has two of Susan's bananas,1,2_pears,girl,3_apples,3_oranges,2_bananas,1_banana,1_pear,boy,boy,girl,,,,,,,,brown haired girl with bananas,16720,fruit,small,,4,10,,girl,,2_bananas,16,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoySomeMichaelScissors,,1,7,some,,AOI2,AOI8,some,,12,33-33,Michael's,,Click on the boy that has some of Michael's scissors,1,3_rulers,girl,2_scissors,2_pencils,3_erasers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,blonde boy with scissors,12041,stationeries,small,,2,8,,boy,,2_scissors,17,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoyThreeAmyKnives,,1,7,num,,AOI2,AOI8,three,,14,33-33,Amy's,,Click on the boy that has three of Amy's knives,1,2_spoons,girl,3_knives,2_plates,3_forks,1_spoon,1_plate,boy,boy,girl,,,,,,,,blonde boy with forks,12340,kitchenwares,big,,2,8,,boy,,3_knives,18,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlThreeSusanPears,,3,9,num,,AOI4,AOI10,three,,6,33-33,Susan's,,Click on the girl that has three of Susan's pears,1,2_oranges,girl,3_bananas,2_apples,3_pears,1_apple,1_orange,boy,boy,girl,,,,,,,,brown haired girl with pears,11179,fruit,big,,4,10,,girl,,3_pears,19,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Filler,,BoyOneMichaelRulers,,1,7,one,,AOI2,AOI8,one,,40,33-33,Michael's,,Click on the boy that has one of Michael's rulers,1,3_erasers,girl,1_ruler,3_pencils,3_scissors,2_scissors,0,boy,boy,girl,,,,,,,,blonde boy with ruler,8211,stationeries,small,,2,8,,boy,,1_ruler,20,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Filler,,BoyFourSusanBananas,,1,7,four,,AOI2,AOI8,four,,44,44-22,Susan's,,Click on the boy that has four of Susan's bananas,1,1_orange,girl,4_bananas,3_pears,2_apples,1_orange,1_pear,boy,boy,girl,,,,,,,,blonde boy with bananas,10936,fruit,big,,2,8,,boy,,4_bananas,21,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoySomeSusanPears,,2,8,some,,AOI1,AOI7,some,,1,33-33,Susan's,,Click on the boy that has some of Susan's pears,1,2_pears,girl,3_bananas,2_apples,3_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,blonde boy with pears,8911,fruit,small,,1,7,,boy,,2_pears,22,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlAllAmyPlates,,3,9,all,,AOI4,AOI10,all,,35,44-22,Amy's,,Click on the girl that has all of Amy's plates,1,3_spoons,girl,2_forks,3_knives,2_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,brown haired girl with plates,16056,kitchenwares,small,,4,10,,girl,,2_plates,23,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlAllSusanBananas,,4,10,all,,AOI3,AOI9,all,,4,33-33,Susan's,,Click on the girl that has all of Susan's bananas,1,2_pears,girl,3_apples,3_bananas,2_oranges,1_orange,1_pear,boy,boy,girl,,,,,,,,brown haird girl with bananas,17605,fruit,big,,3,9,,girl,,3_bananas,24,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlTwoMichaelRulers,,4,10,num,,AOI3,AOI9,two,,9,33-33,Michael's,,Click on the girl that has two of Michael's rulers,1,3_pencils,girl,2_scissors,2_rulers,3_erasers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,brown hair girl with rulers,17317,stationeries,small,,3,9,,girl,,2_rulers,25,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Filler,,GirlFourAmyKnives,,4,10,four,,AOI3,AOI9,four,,46,44-22,Amy's,,Click on the girl that has four of Amy's knives,1,1_spoon,girl,3_plates,4_knives,2_forks,1_spoon,1_plate,boy,boy,girl,,,,,,,,Brown haired girl with forks,15856,kitchenwares,big,,3,9,,girl,,4_knives,26,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoyThreeAmyPlates,,2,8,num,,AOI1,AOI7,three,,31,44-22,Amy's,,Click on the boy that has three of Amy's plates,1,3_plates,girl,2_forks,3_spoons,2_knives,1_spoon,1_plate,boy,boy,girl,,,,,,,,blonde boy with plates,9520,kitchenwares,big,,1,7,,boy,,3_plates,27,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoySomeMichaelPencils,,2,8,some,,AOI1,AOI7,some,,29,44-22,Michael's,,Click on the boy that has some of Michael's pencils,1,3_pencils,girl,2_erasers,3_scissors,2_rulers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,blonde boy with pencils,13096,stationeries,big,,1,7,,boy,,3_pencils,28,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlSomeAmyForks,,4,10,some,,AOI3,AOI9,some,,34,44-22,Amy's,,Click on the girl that has some of Amy's forks,1,2_spoons,girl,3_plates,3_forks,2_knives,1_fork,1_plate,boy,boy,girl,,,,,,,,Brown haired girl with forks,14763,kitchenwares,big,,3,9,,girl,,3_forks,29,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlSomeSusanApples,,4,10,some,,AOI3,AOI9,some,,20,44-22,Susan's,,Click on the girl that has some of Susan's apples,1,3_pears,girl,2_bananas,3_apples,2_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,brown haired girl with apples,12407,fruit,big,,3,9,,girl,,3_apples,30,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoySomeMichaelErasers,,2,8,some,,AOI1,AOI7,some,,11,33-33,Michael's,,Click on the boy that has some of Michael's erasers,1,2_erasers,girl,3_pencils,2_rulers,3_scissors,1_ruler,1_eraser,boy,boy,girl,,,,,,,,blonde boy with erasers,9657,stationeries,small,,1,7,,boy,,2_erasers,31,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Filler,,BoyOneAmySpoons,,1,7,one,,AOI2,AOI8,one,,39,33-33,Amy's,,Click on the boy that has one of Amy's spoons,1,3_forks,girl,1_spoon,3_plates,3_knives,2_spoons,0,boy,boy,girl,,,,,,,,blonde boy with spoon,10094,kitchenwares,small,,2,8,,boy,,1_spoon,32,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Filler,,GirlFourSusanOranges,,4,10,four,,AOI3,AOI9,four,,45,44-22,Susan's,,Click on the girl that has four of Susan's oranges,1,2_pears,girl,3_apples,4_oranges,1_banana,1_banana,1_apple,boy,boy,girl,,,,,,,,bron haired girl with oranges,12512,fruit,big,,3,9,,girl,,4_oranges,33,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Filler,,GirlFourMichaelPencils,,3,9,four,,AOI4,AOI10,four,,48,44-22,Michael's,,Click on the girl that has four of Michael's pencils,1,1_ruler,girl,2_erasers,3_scissors,4_pencils,1_ruler,1_scissor,boy,boy,girl,,,,,,,,brown haired girl eith pencils,12108,stationeries,big,,4,10,,girl,,4_pencils,34,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlThreeSusanOranges,,4,10,num,,AOI3,AOI9,three,,23,44-22,Susan's,,Click on the girl that has three of Susan's oranges,1,3_apples,girl,2_pears,3_oranges,2_bananas,1_apple,1_orange,boy,boy,girl,,,,,,,,brown haired girl with oranges,11784,fruit,big,,3,9,,girl,,3_oranges,35,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Filler,,BoyOneSusanApples,,2,8,one,,AOI1,AOI7,one,,37,33-33,Susan's,,Click on the boy that has one of Susan's apples,1,1_apple,girl,3_pears,3_bananas,3_oranges,2_apples,0,boy,boy,girl,,,,,,,,blonde boy with apple,7591,fruit,small,,1,7,,boy,,1_apple,36,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoyAllSusanApples,,2,8,all,,AOI1,AOI7,all,,22,44-22,Susan's,,Click on the boy that has all of Susan's apples,1,2_apples,girl,3_pears,3_oranges,2_bananas,1_orange,1_pear,boy,boy,girl,,,,,,,,blonde boy woth 2 apples,8327,fruit,small,,1,7,,boy,,2_apples,37,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoyAllSusanOranges,,1,7,all,,AOI2,AOI8,all,,21,44-22,Susan's,,Click on the boy that has all of Susan's oranges,1,3_bananas,girl,2_oranges,3_apples,2_pears,1_apple,1_banana,boy,boy,girl,,,,,,,,blonde boy woth 2 oragens,13417,fruit,small,,2,8,,boy,,2_oranges,38,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlSomeAmyPlates,,3,9,some,,AOI4,AOI10,some,,16,33-33,Amy's,,Click on the girl that has some of Amy's plates,1,2_forks,girl,3_knives,3_spoons,2_plates,1_fork,1_plate,boy,boy,girl,,,,,,,,brown haired girl with plates,20965,kitchenwares,small,,4,10,,girl,,2_plates,39,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoyTwoAmySpoons,,2,8,num,,AOI1,AOI7,two,,32,44-22,Amy's,,Click on the boy that has two of Amy's spoons,1,2_spoons,girl,3_knives,3_forks,2_plates,1_fork,1_knife,boy,boy,girl,,,,,,,,blonde boy with 2 spoons,10190,kitchenwares,small,,1,7,,boy,,2_spoons,40,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoySomeAmySpoons,,1,7,some,,AOI2,AOI8,some,,33,44-22,Amy's,,Click on the boy that has some of Amy's spoons,1,2_plates,girl,3_spoons,2_forks,3_knives,1_spoon,1_knife,boy,boy,girl,,,,,,,,Blonde boy with 3 spoons,10625,kitchenwares,big,,2,8,,boy,,3_spoons,41,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoyThreeMichaelErasers,,1,7,num,,AOI2,AOI8,three,,27,44-22,Michael's,,Click on the boy that has three of Michael's erasers,1,2_rulers,girl,3_erasers,2_scissors,3_pencils,1_pencil,1_eraser,boy,boy,girl,,,,,,,,blonde bioy with 3 erasers,15632,stationeries,big,,2,8,,boy,,3_erasers,42,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoyAllMichaelScissors,,2,8,all,,AOI1,AOI7,all,,7,33-33,Michael's,,Click on the boy that has all of Michael's scissors,1,3_scissors,girl,2_pencils,3_erasers,2_rulers,1_pencil,1_ruler,boy,boy,girl,,,,,,,,\blonde boy with 3 scissors,10214,stationeries,big,,1,7,,boy,,3_scissors,43,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,BoyTwoSusanApples,,2,8,num,,AOI1,AOI7,two,,24,44-22,Susan's,,Click on the boy that has two of Susan's apples,1,2_apples,girl,3_pears,3_bananas,2_oranges,1_banana,1_pear,boy,boy,girl,,,,,,,,blonde boy with 2 apples,9578,fruit,small,,1,7,,boy,,2_apples,44,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlAllAmySpoons,,4,10,all,,AOI3,AOI9,all,,36,44-22,Amy's,,Click on the girl that has all of Amy's spoons,1,3_plates,girl,2_knives,2_spoons,3_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,brown haired gorl with 2 spoons,12491,kitchenwares,small,,3,9,,girl,,2_spoons,45,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Filler,,BoyFourMichaelScissors,,2,8,four,,AOI1,AOI7,four,,43,44-22,Michael's,,Click on the boy that has four of Michael's scissors,1,4_scissors,girl,1_pencil,2_rulers,3_erasers,1_pencil,1_eraser,boy,boy,girl,,,,,,,,blonde boy with 4 scissors,13194,stationeries,big,,1,7,,boy,,4_scissors,46,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlTwoAmyForks,,3,9,num,,AOI4,AOI10,two,,13,33-33,Amy's,,Click on the girl that has two of Amy's forks,1,2_knives,girl,3_spoons,3_plates,2_forks,1_fork,1_knife,boy,boy,girl,,,,,,,,brown haired girl with 2 forks,13472,kitchenwares,small,,4,10,,girl,,2_forks,47,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
69,List1,Exp,,GirlSomeAmyKnives,,4,10,some,,AOI3,AOI9,some,,15,33-33,Amy's,,Click on the girl that has some of Amy's knives,1,2_spoons,girl,3_plates,2_knives,3_forks,1_spoon,1_knife,boy,boy,girl,,,,,,,,brown haired girl woth 2 knives,16691,kitchenwares,small,,3,9,,girl,,2_knives,48,[],62,Yes,I hope i did it correctly.,1,1,10,Female,English,no,Chrome,Windows,720,1280,13.493633333333332,
66,List1,Prac,kitchware_Amy_Monday,,Residue_kitchen,4,,,num,AOI3,AOI9,,three,5,44-22,Amy,Click on the girl that has three of Amy's knives,,,2_spoons,girl,3_forks,3_knives,2_plates,1_fork,1_knife,boy,boy,girl,knives,D4_forks,D2_spoons,D4_knives,production practice,1,GirlThreeAmyknives,girl with three knives,,kitchenwares,,big,3,,girl,,3_knives,,,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Prac,kitchware_Amy_Tuesday,,Slience,2,,,some,AOI4,AOI10,,some,6,33-33,Amy,Click on the girl that has some of Amy's forks,,,3_spoons,girl,2_knives,3_plates,2_forks,1_fork,1_knife,boy,boy,girl,forks,D3_forks,D3_spoons,D3_knives,production practice,2,GirlSomeAmyforks,girl with two forks,,kitchenwares,,big,4,,girl,,2_forks,,,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoyAllAmyKnives,,2,8,all,,AOI1,AOI7,all,,18,33-33,Amy's,,Click on the boy that has all of Amy's knives,1,3_knives,girl,2_plates,3_spoons,2_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,boy with three knvies,7203,kitchenwares,big,,1,7,,boy,,3_knives,1,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoyAllMichaelScissors,,2,8,all,,AOI1,AOI7,all,,7,33-33,Michael's,,Click on the boy that has all of Michael's scissors,1,3_scissors,girl,2_pencils,3_erasers,2_rulers,1_pencil,1_ruler,boy,boy,girl,,,,,,,,boy with three pairs of scissors,10316,stationeries,big,,1,7,,boy,,3_scissors,2,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoyAllSusanPears,,1,7,all,,AOI2,AOI8,all,,3,33-33,Susan's,,Click on the boy that has all of Susan's pears,1,2_apples,girl,3_pears,2_bananas,3_oranges,1_apple,1_banana,boy,boy,girl,,,,,,,,boy with three pears,6399,fruit,big,,2,8,,boy,,3_pears,3,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoyThreeAmyKnives,,1,7,num,,AOI2,AOI8,three,,14,33-33,Amy's,,Click on the boy that has three of Amy's knives,1,2_spoons,girl,3_knives,2_plates,3_forks,1_spoon,1_plate,boy,boy,girl,,,,,,,,boy with three knives,6773,kitchenwares,big,,2,8,,boy,,3_knives,4,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoySomeMichaelPencils,,2,8,some,,AOI1,AOI7,some,,29,44-22,Michael's,,Click on the boy that has some of Michael's pencils,1,3_pencils,girl,2_erasers,3_scissors,2_rulers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,boy with three pencils,10416,stationeries,big,,1,7,,boy,,3_pencils,5,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoySomeSusanPears,,2,8,some,,AOI1,AOI7,some,,1,33-33,Susan's,,Click on the boy that has some of Susan's pears,1,2_pears,girl,3_bananas,2_apples,3_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,boy with two pears,6018,fruit,small,,1,7,,boy,,2_pears,6,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Filler,,BoyOneAmySpoons,,1,7,one,,AOI2,AOI8,one,,39,33-33,Amy's,,Click on the boy that has one of Amy's spoons,1,3_forks,girl,1_spoon,3_plates,3_knives,2_spoons,0,boy,boy,girl,,,,,,,,boy with one spoon,6149,kitchenwares,small,,2,8,,boy,,1_spoon,7,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoyThreeAmyPlates,,2,8,num,,AOI1,AOI7,three,,31,44-22,Amy's,,Click on the boy that has three of Amy's plates,1,3_plates,girl,2_forks,3_spoons,2_knives,1_spoon,1_plate,boy,boy,girl,,,,,,,,boy with three rings,7369,kitchenwares,big,,1,7,,boy,,3_plates,8,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoySomeMichaelErasers,,2,8,some,,AOI1,AOI7,some,,11,33-33,Michael's,,Click on the boy that has some of Michael's erasers,1,2_erasers,girl,3_pencils,2_rulers,3_scissors,1_ruler,1_eraser,boy,boy,girl,,,,,,,,boy with two erasers,6824,stationeries,small,,1,7,,boy,,2_erasers,9,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Filler,,BoyOneAmyPlates,,2,8,one,,AOI1,AOI7,one,,38,33-33,Amy's,,Click on the boy that has one of Amy's plates,1,1_plate,girl,3_knives,3_forks,3_spoons,2_plates,0,boy,boy,girl,,,,,,,,boy with one plate,5377,kitchenwares,small,,1,7,,boy,,1_plate,10,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,GirlThreeMichaelScissors,,4,10,num,,AOI3,AOI9,three,,10,33-33,Michael's,,Click on the girl that has three of Michael's scissors,1,3_rulers,girl,2_erasers,3_scissors,2_pencils,1_pencil,1_eraser,boy,boy,girl,,,,,,,,girl with three pairs of scissors,9302,stationeries,big,,3,9,,girl,,3_scissors,11,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,GirlAllMichaelPencils,,3,9,all,,AOI4,AOI10,all,,25,44-22,Michael's,,Click on the girl that has all of Michael's pencils,1,3_erasers,girl,2_rulers,3_scissors,2_pencils,1_eraser,1_scissor,boy,boy,girl,,,,,,,,girl with two pencils,6967,stationeries,small,,4,10,,girl,,2_pencils,12,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoyTwoSusanApples,,2,8,num,,AOI1,AOI7,two,,24,44-22,Susan's,,Click on the boy that has two of Susan's apples,1,2_apples,girl,3_pears,3_bananas,2_oranges,1_banana,1_pear,boy,boy,girl,,,,,,,,boy with two apples,5602,fruit,small,,1,7,,boy,,2_apples,13,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Filler,,GirlFourAmyPlates,,3,9,four,,AOI4,AOI10,four,,47,44-22,Amy's,,Click on the girl that has four of Amy's plates,1,1_knife,girl,3_forks,2_spoons,4_plates,1_knife,1_fork,boy,boy,girl,,,,,,,,girl with four plates,6933,kitchenwares,big,,4,10,,girl,,4_plates,14,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,GirlThreeSusanOranges,,4,10,num,,AOI3,AOI9,three,,23,44-22,Susan's,,Click on the girl that has three of Susan's oranges,1,3_apples,girl,2_pears,3_oranges,2_bananas,1_apple,1_orange,boy,boy,girl,,,,,,,,girl with three oranges,9854,fruit,big,,3,9,,girl,,3_oranges,15,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,GirlTwoSusanBananas,,3,9,num,,AOI4,AOI10,two,,5,33-33,Susan's,,Click on the girl that has two of Susan's bananas,1,2_pears,girl,3_apples,3_oranges,2_bananas,1_banana,1_pear,boy,boy,girl,,,,,,,,girl with two bananas,6699,fruit,small,,4,10,,girl,,2_bananas,16,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoyAllSusanOranges,,1,7,all,,AOI2,AOI8,all,,21,44-22,Susan's,,Click on the boy that has all of Susan's oranges,1,3_bananas,girl,2_oranges,3_apples,2_pears,1_apple,1_banana,boy,boy,girl,,,,,,,,boy with two oranges,5653,fruit,small,,2,8,,boy,,2_oranges,17,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoySomeAmySpoons,,1,7,some,,AOI2,AOI8,some,,33,44-22,Amy's,,Click on the boy that has some of Amy's spoons,1,2_plates,girl,3_spoons,2_forks,3_knives,1_spoon,1_knife,boy,boy,girl,,,,,,,,boy with three spoons,8105,kitchenwares,big,,2,8,,boy,,3_spoons,18,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Filler,,BoyFourMichaelScissors,,2,8,four,,AOI1,AOI7,four,,43,44-22,Michael's,,Click on the boy that has four of Michael's scissors,1,4_scissors,girl,1_pencil,2_rulers,3_erasers,1_pencil,1_eraser,boy,boy,girl,,,,,,,,boy with four pairs of scissors,7916,stationeries,big,,1,7,,boy,,4_scissors,19,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,GirlSomeAmyForks,,4,10,some,,AOI3,AOI9,some,,34,44-22,Amy's,,Click on the girl that has some of Amy's forks,1,2_spoons,girl,3_plates,3_forks,2_knives,1_fork,1_plate,boy,boy,girl,,,,,,,,girl with three forks,9802,kitchenwares,big,,3,9,,girl,,3_forks,20,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Filler,,GirlFourSusanOranges,,4,10,four,,AOI3,AOI9,four,,45,44-22,Susan's,,Click on the girl that has four of Susan's oranges,1,2_pears,girl,3_apples,4_oranges,1_banana,1_banana,1_apple,boy,boy,girl,,,,,,,,girl with four oranges,11237,fruit,big,,3,9,,girl,,4_oranges,21,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Filler,,BoyOneSusanApples,,2,8,one,,AOI1,AOI7,one,,37,33-33,Susan's,,Click on the boy that has one of Susan's apples,1,1_apple,girl,3_pears,3_bananas,3_oranges,2_apples,0,boy,boy,girl,,,,,,,,boy with one apple,5817,fruit,small,,1,7,,boy,,1_apple,22,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Filler,,GirlFourAmyKnives,,4,10,four,,AOI3,AOI9,four,,46,44-22,Amy's,,Click on the girl that has four of Amy's knives,1,1_spoon,girl,3_plates,4_knives,2_forks,1_spoon,1_plate,boy,boy,girl,,,,,,,,girl with four knives,6137,kitchenwares,big,,3,9,,girl,,4_knives,23,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,GirlSomeSusanApples,,4,10,some,,AOI3,AOI9,some,,20,44-22,Susan's,,Click on the girl that has some of Susan's apples,1,3_pears,girl,2_bananas,3_apples,2_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,girl with three apples,8121,fruit,big,,3,9,,girl,,3_apples,24,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
66,List1,Exp,,BoySomeSusanOranges,,1,7,some,,AOI2,AOI8,some,,2,33-33,Susan's,,Click on the boy that has some of Susan's oranges,1,3_apples,girl,2_oranges,2_bananas,3_pears,1_banana,1_orange,boy,boy,girl,,,,,,,,boy with two oranges,6199,fruit,small,,2,8,,boy,,2_oranges,25,[],42,No,,4,1,yes,Male,english,no,Chrome,Windows,1000,1500,7.299016666666667,
