HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.comment,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
32204AGAABP670Q16WNZZNRM6LGHGN,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,3KOPY89HM9F4RE7WPJO2HQECR2FJ3X,y9eqhvrcl4,Approved,Fri Feb 10 07:47:28 PST 2017,Fri Feb 10 07:55:48 PST 2017,Fri Feb 10 10:55:48 PST 2017,Fri Feb 10 08:04:50 PST 2017,,,500,100% (2/2),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},plain square,square,triangle,line,barely arced line,cube,fuller cube,sphere,almost closed circle,arrow,squiggle,part of triangle,cylinder,sun,heart,wavy line,trianglle,fatter oval,oval,little curl,square,sun,arrow,star,long line,cube,big triangle,fatter squiggle,big rectangle,square,small cylinder,cylinder,star,arc with no arrow,cookie,square,circle,square with dots,arc with arrow,square with dots,sun,4;2;2;1;2;4;2;2;1;2;2;3;1;1;4;3;1;2;3;1;3;4;3;1;1;2;4;4;3;4;1;3;1;4;1;3;4;1;3;3,CDAB;ACBD;CBDA;BDAC;ABCD;DBCA;ACDB;ACBD;ACBD;CBAD;BACD;BCDA;ADCB;DCAB;CDBA;ABDC;CBDA;DCBA;BCAD;ADCB;DBCA;DBAC;DBCA;BCDA;ADCB;DCBA;ABCD;ACDB;DBCA;DACB;BCDA;DCAB;BCAD;BDCA;ADBC;DCAB;DCAB;BDCA;BDAC;DCAB,13513;10786;6829;8477;2392;2104;9576;6576;4479;2240;2165;4389;4341;2480;9434;4014;8104;3071;5760;1624;6243;4117;11152;5426;4192;7484;2743;3908;3071;3584;2320;8615;7919;5887;3031;4994;5054;4795;2124;2552,sun,10;3;39;23;21;28;35;37;33;22;18;40;31;32;17;16;4;5;25;30;15;12;34;38;14;1;11;27;36;19;24;2;13;8;6;20;9;7;26;29,0,,
32204AGAABP670Q16WNZZNRM6LGHGN,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,3WZ36BJEV4T38C7EG6HC1FZXDWJBTL,k8x5rwt4b5,Approved,Fri Feb 10 07:50:05 PST 2017,Fri Feb 10 08:53:52 PST 2017,Fri Feb 10 11:53:52 PST 2017,Fri Feb 10 09:51:19 PST 2017,,,3827,100% (5/5),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},circle,square,triangle,barbell,more curved line,arrow,cylinder,triangle,mostly closed circle,oval,ribbon,rounded squiggle,line,sun,star,larger square,triange,thinner oval,star,shorter ribbon,sun,thicker line,obtuse angle,star,short line,line,square,square,narrow rectangle,square,ribbon,cylinder,star,arrow,line,dotted circle,circle,undotted triangel,lightning bolt,dotted square,sun,2;4;1;2;1;4;4;4;1;2;2;3;4;3;2;1;1;3;3;4;3;3;1;1;4;3;4;3;1;4;4;1;2;1;4;3;2;1;3;1,CABD;CABD;DCAB;BACD;CDBA;CDBA;DABC;CDAB;CDAB;BADC;ABDC;BCAD;ACDB;ADBC;CDAB;ADBC;BACD;DCAB;CBDA;CDBA;ADBC;CDAB;DACB;ADBC;BDCA;BCDA;DCBA;BDAC;ACBD;CABD;BCDA;ABCD;BADC;ACDB;BDCA;CADB;ADCB;ABCD;CBDA;ACBD,15150;6184;12755;4987;6788;7638;4746;4517;5835;10326;7531;20673;12356;8516;6083;5223;2619;4240;3805;2409;2797;2937;2673;8278;4212;3526;5304;6663;6070;5757;3915;5245;4676;2841;2496;5984;10773;8433;3256;4878,sun,19;30;32;34;8;5;10;31;11;1;12;3;2;35;4;9;22;33;14;26;20;40;39;17;24;18;27;36;13;29;6;15;38;37;28;23;7;25;21;16,0,,
3MJ9GGZYO3J1IJAG1BSIGXAHJ7LA2M,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,352YTHGROWQTI4VA1XQ0FIQ3SA7H4B,qzf60gym6p,Approved,Fri Feb 10 07:47:33 PST 2017,Fri Feb 10 07:55:10 PST 2017,Fri Feb 10 10:55:10 PST 2017,Fri Feb 10 08:04:56 PST 2017,,,457,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},a square with no dots inside,a square with lines inside,a circle with one dot,it almost looks like a banner,the almost semi circle that has the biggest curve,a cube,a cylinder,a sphere,a triangle,"this is like a bent stick, its not the arrow",a cube,a squiggle that doesn't look like a half circle or half triangle,cylinder that is one fourth full,a sun,an arrow,"not the squares or triangle, the banner looking thing",a line with an arrow on each end,an oval that is thin,a rectangle,a cylinder,square,the thin line,it almost looks like a chair without lets and no arrow on the end,this is a circle with 3 dots inside,arrow,a straight line with no arrow on the end,the biggest triangle,a triangle,its a half triangle,a sun,a twister or tornado looking thing,a small cylinder,star,a star,a circle with lots of dots inside,a square with lots of dots inside,a circle with 3 dots inside,a triangle with no dots inside,an arrow,a square,"opposite of moon, in sky during day",4;4;1;3;2;4;4;2;4;2;1;4;4;1;2;3;2;1;2;1;3;2;3;4;4;1;2;4;4;3;2;1;1;2;3;4;2;1;3;3,BCDA;ACBD;ACBD;BCAD;DABC;BACD;ACBD;BCDA;DCAB;ACDB;DCAB;CADB;ACDB;BACD;CABD;ABCD;CDBA;CBAD;DABC;BADC;CADB;CADB;DABC;BCAD;CBAD;DBCA;DACB;BCDA;BDAC;BDCA;CBDA;ABDC;CDBA;DCAB;CBDA;BADC;DBAC;ADBC;BCDA;BACD,25901;17134;12261;8621;13227;5991;7567;16576;28528;29503;7888;5718;14231;4151;8230;8888;7959;9112;19525;2803;3299;5635;12863;2912;3225;2575;6590;2355;5292;18793;3647;7370;5805;14769;5455;4383;2032;13200;8639;14782,sun,31;12;30;27;18;35;40;15;2;6;33;10;3;11;7;22;29;8;13;16;21;5;1;19;34;4;32;9;38;17;36;14;26;24;25;39;28;20;37;23,0,,
3MJ9GGZYO3J1IJAG1BSIGXAHJ7LA2M,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,3GNCZX450J00XA9FTB8W1UEU6BDPAZ,bofh63nejy,Approved,Fri Feb 10 07:47:37 PST 2017,Fri Feb 10 08:01:08 PST 2017,Fri Feb 10 11:01:08 PST 2017,Fri Feb 10 08:04:56 PST 2017,,,811,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},cylinder,square,triangle,circle,arrow,cylinder,line,siwirl,triangle,oval,cube,almost triangle,line,long line,star,smaller square,square,skinny oval,star,small swirl,cylinder,sun,cloud,thick line,longer line with no point,cube,line,square,oval,sun,shorter cylinder,squiggle,thick line without a point,triangle,circle,plain circle,star,plain triangle,line without a point,line,sun,3;2;3;4;4;3;4;1;3;2;2;1;2;2;3;4;2;3;2;4;1;3;4;2;4;3;4;2;3;1;1;3;3;1;2;4;4;2;1;3,BADC;CABD;BDCA;CABD;DBCA;BCAD;BCDA;CBAD;CABD;CDAB;ABDC;CDBA;ABCD;CADB;CADB;ACDB;ACBD;DACB;CDAB;ADCB;CDAB;BCDA;CDAB;CBAD;CDBA;DCAB;CABD;DBAC;BACD;BDAC;ADCB;CBDA;ADCB;ABDC;DACB;CBDA;CDAB;DBAC;BCAD;CDBA,3389;7468;6728;2935;3233;2247;1671;3936;2960;3919;2689;10479;4151;2562;6286;5686;3664;3081;2582;3313;2183;2165;3437;6038;4457;3263;11784;1864;2031;3656;4976;2335;2384;4208;3400;3088;3798;3712;3513;5110,sun,30;21;37;40;28;20;36;38;11;34;32;8;5;6;16;2;17;18;12;26;35;33;24;39;27;9;31;29;15;1;25;3;13;7;4;22;19;14;10;23,0,,
3MJ9GGZYO3J1IJAG1BSIGXAHJ7LA2M,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,3M0BCWMB8W9V0TB8BBMNOZ6WHQ1BWB,2726wptaf8,Approved,Fri Feb 10 07:47:48 PST 2017,Fri Feb 10 07:55:50 PST 2017,Fri Feb 10 10:55:50 PST 2017,Fri Feb 10 08:04:56 PST 2017,,,482,100% (2/2),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},plain square,square,circle with 4 other circles in it,square,circle,arrow line,almost full cube,spiral,line,bent line,almost full cylinder,cloud,cube,smaller line,heart,smaller square,wavy line,rectangle,star,small spiral,square,fatter rectangle without an arrow,bent line wth arrow,star,cloud,circle,bigger triangle,triangle,half triangle,rectangle,tall cylinder,spiral,fat rectangle with arrow,line that is not an arrow,circle,circle with other circles inside it,circle with other circles in it,circle,half circle thats not an arrow,triangle,sun,4;3;2;1;1;4;3;1;2;2;4;2;3;3;4;4;3;1;1;2;4;4;4;3;2;3;4;4;1;4;3;4;1;2;3;2;1;2;2;3,ABDC;CDAB;BDCA;ACDB;ABDC;CABD;CBAD;CBAD;DACB;ABCD;CBDA;CDBA;BDCA;ABDC;BADC;CABD;CDAB;CBAD;DACB;CDAB;CBDA;BADC;DCAB;ABCD;ABCD;ADBC;BACD;BDCA;DCAB;DACB;DCBA;DCAB;BACD;DACB;ADBC;BDAC;BDAC;CDBA;BCAD;CDBA,29204;7560;25537;20599;81183;12800;3712;3000;8472;5024;15591;4817;2176;3144;4344;10904;14800;5312;7152;13248;10496;15807;12472;14408;4704;9984;4240;4000;5312;3600;3008;2928;2488;5368;7608;5136;8384;9960;3761;2319,sun,6;9;15;5;30;21;13;22;37;20;8;31;26;40;18;36;23;35;28;4;12;10;11;29;27;19;25;14;33;2;38;34;32;24;1;16;3;39;7;17,0,,
3MJ9GGZYO3J1IJAG1BSIGXAHJ7LA2M,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,3ZSY5X72NYOABRJVGMH37KYEWA5ROS,nxitrkytww,Approved,Fri Feb 10 07:47:34 PST 2017,Fri Feb 10 08:09:00 PST 2017,Fri Feb 10 11:09:00 PST 2017,Fri Feb 10 09:51:24 PST 2017,,,1286,100% (5/5),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC1,{},{},square with dots,square,circle with dots,swoop design,cookie,box,full container,square,almost complete circle,arrow,full container,squiggly line,cloud,longer line,heart,triangle,arrow,line,star,small ribbon,ribbon,thick line,angled line,line,cloud,circle with dots,large triangle,curved line,thinner rectangle,sun,line,cloud,thick line,half circle line,square,triangle with lines,star,square,arrow,triangle,sun,1;4;1;1;3;3;2;2;2;2;4;4;3;1;4;2;1;2;1;3;1;4;2;4;3;3;4;1;1;1;3;4;1;3;4;4;3;3;1;4,BDCA;BACD;BCAD;ABDC;DABC;ACBD;BDAC;DBAC;DACB;CBDA;BDAC;ACDB;BDAC;ACDB;CDAB;CBDA;BACD;ADCB;BCAD;BACD;CBDA;BCAD;DBAC;CDAB;ACBD;DABC;DBAC;ACDB;ABCD;BCAD;DABC;BDAC;CABD;ADCB;CDBA;DCAB;ADCB;ACDB;CDBA;CABD,31203;4916;3086;3163;6704;7140;9547;6270;4194;9840;4544;49441;9618;5521;8693;6745;5599;10465;4098;3073;7385;10893;123815;5317;5598;3698;6219;2480;21631;3922;6276;6642;10298;8307;4929;2816;12803;5906;10115;9916,sun,40;18;22;37;29;19;17;13;23;1;24;5;2;6;25;39;14;10;16;20;32;7;33;28;27;36;21;26;35;30;8;3;15;38;9;31;12;11;34;4,0,,
3RQVKZ7ZRKWJZHCIU8GY668RIZF27N,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,39GXDJN2OURZJ6DWIPXHBVXH2BE8VZ,48osxyr0oo,Approved,Fri Feb 10 07:47:26 PST 2017,Fri Feb 10 07:57:55 PST 2017,Fri Feb 10 10:57:55 PST 2017,Fri Feb 10 08:04:57 PST 2017,,,629,100% (2/2),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,{},{},circle,square,squiggly line,half circle,bendy line,arrow,curved line,ball,triangle,less bent line,line,half triangle,filled cylinder,sun,star,square,leaf,rectangle,thick rectangle,cylinder,small twisty strip,line,bent arrow,thin line no arrow,line,arrow,straight line,small square,oval,thin oval,leaf,twisty strip,square,non-arrow bent line,thin line,triangle,plain square,triangle,arrow,arrow,sun,2;2;2;1;3;4;1;2;3;2;4;4;1;3;3;3;2;1;4;4;3;3;1;3;2;4;2;1;1;1;1;2;3;1;2;1;4;2;4;1,BCAD;ABCD;BACD;BDAC;ABCD;CADB;CADB;BACD;CADB;DABC;BACD;CDBA;BACD;BCDA;BACD;DCAB;DCAB;BACD;ACBD;DABC;BDAC;DACB;BADC;DABC;BCDA;CBAD;ACDB;BCDA;ACDB;CBDA;ACDB;BCDA;DBAC;DBCA;ACDB;ACDB;DBCA;CDBA;CBDA;CDBA,22492;17675;7798;3939;11347;4810;5548;12348;2044;4752;7171;10880;5339;6338;5498;11591;3371;9190;2088;5904;3047;2047;2107;4180;4808;2188;3180;2446;3010;2053;16905;5963;5224;3124;2956;4166;5141;9539;4754;3686,sun,8;38;29;13;28;16;26;18;22;27;9;12;6;35;40;4;14;37;32;11;7;19;39;24;33;1;31;5;36;21;2;15;34;10;23;3;20;30;25;17,0,,
3RQVKZ7ZRKWJZHCIU8GY668RIZF27N,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,3BEFOD78W76FAIWLSU6D7NYZ9W6M4P,jmggu8dxjx,Approved,Fri Feb 10 07:47:27 PST 2017,Fri Feb 10 07:53:43 PST 2017,Fri Feb 10 10:53:43 PST 2017,Fri Feb 10 08:04:58 PST 2017,,,376,100% (2/2),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,Thank you.,{},triangle,square,circle,square,cloud,diagonal line,horizontal round ended line,sphere,triangle,cookie,cube,could,cube,sun,small plain line,square,smaller triangle,whole square,tall skinny rectangle,cookie,small twirl,wedge,right turn bend line,circle,plain line,right arrow,triangle,smaller square,circle,tall rectangle,horizontal ribbon,ribbon,right arrow,plain curve,right arrow,cookie,solid square,traingel,flat line,dotted triangle,sun,4;3;2;1;1;4;1;4;2;2;1;2;4;3;4;3;2;3;2;2;3;1;1;1;2;1;3;1;4;3;1;2;1;1;2;2;4;2;2;2,CBAD;CBDA;BACD;DCAB;DCBA;CBDA;CDBA;BCAD;DCAB;DCBA;CDAB;ADCB;CBDA;BDAC;CDBA;BCAD;CDAB;CBAD;CBDA;ADBC;ADCB;CABD;DBCA;CBAD;DBAC;DCBA;DCAB;BDAC;ACDB;DBCA;ACDB;CDAB;BADC;ACBD;BADC;DBCA;ADBC;ABCD;BCDA;CBAD,10683;3746;21185;3038;11553;6144;16410;3874;6179;4955;15020;8965;6541;3018;2962;4287;3885;4864;3385;11355;4544;2079;2908;6175;2922;6533;5964;2426;5569;4432;2067;7607;14450;4921;3359;10515;12201;2830;7380;5369,sun,33;12;6;19;31;28;14;27;29;5;37;39;36;21;11;40;8;30;32;26;23;13;38;25;7;22;35;20;4;1;2;16;3;10;17;15;9;18;34;24,0,,
3RQVKZ7ZRKWJZHCIU8GY668RIZF27N,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,3GDTJDAPVVOGTJJN4XWQOZE4BI2M8W,m6hnjah2jc,Approved,Fri Feb 10 07:47:29 PST 2017,Fri Feb 10 07:51:42 PST 2017,Fri Feb 10 10:51:42 PST 2017,Fri Feb 10 08:04:58 PST 2017,,,253,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,{},{},square,square,triangle,circle with smallest opening,curved line,cylinder,cylinder,one dotted triangle,triangle,most straight line,cylinder,cloud,most full cylinder,circle,arrow,triangle,wave shape,partial square,cloud,spotted oval,cylinder,sun,arrow,thickest line,arrow,arrow,triangle,squiggle line,partial triangle,line,line,cloud,arrow,arrow,thickest line,triangle,lined square,square,triangle,line with arrows,sun,1;3;2;2;3;1;2;3;3;2;2;1;1;2;2;1;2;1;1;4;4;2;2;3;3;2;3;2;3;4;2;2;1;3;3;2;3;3;2;4,CBAD;ABCD;CDAB;CBDA;DCBA;ABDC;CBAD;ACDB;BCDA;BADC;CBAD;ADBC;DCAB;DBAC;CADB;ACDB;DBAC;CDAB;CADB;BDCA;CBAD;DBAC;DABC;DABC;ADCB;ACDB;DBAC;ABCD;ACDB;BCAD;DCBA;BCDA;ADBC;CDBA;DBAC;ABCD;ADBC;DCAB;ACDB;ACBD,37976;5200;2730;3614;2543;3305;2224;2095;2855;2486;4699;2840;3233;5446;2473;4175;9338;1967;4754;3904;3229;6607;2078;3755;5062;3914;1959;6311;3290;3831;4240;4449;4399;7024;4715;2845;2328;1967;1776;3221,sun,32;10;38;14;4;15;3;11;13;26;28;37;19;16;8;22;12;39;27;40;35;18;33;1;20;36;23;24;34;30;7;6;17;9;25;21;2;5;31;29,0,,
3RQVKZ7ZRKWJZHCIU8GY668RIZF27N,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:57 PST 2017,,,3VFJCI1K40CMJE2XS34V2BPC5OERG5,yfs7gahszf,Approved,Fri Feb 10 07:47:29 PST 2017,Fri Feb 10 07:59:26 PST 2017,Fri Feb 10 10:59:26 PST 2017,Fri Feb 10 08:04:58 PST 2017,,,717,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,{},{},circle,cookie,ice cube,quarter circle,slight curve,almost full cube,point to point,4 dot triangle,circle,arrow,cube,cloud,cube,sun,big line,zorro,small triangle,oval,oval,cookie,small swirly,sun,cloud,circle,cloud,arrow,swirl,triangle,oval,skinny rectangle,swirly,big sphere,line,arrow,thick line,square,patrick star,sphere,curve no arrow,triangle,sun,2;3;3;2;2;3;4;1;2;3;3;4;1;1;4;4;1;2;2;2;3;4;3;1;1;2;3;1;3;3;3;2;4;2;2;2;2;4;1;4,BCDA;DCBA;CDBA;CABD;CBDA;CDAB;BACD;BADC;DBAC;ACDB;CABD;ADCB;BDCA;ACBD;DCBA;BDAC;CBAD;BDCA;BACD;BACD;CBAD;CBAD;DBAC;CABD;ADCB;ACBD;ABCD;BACD;CBAD;CDAB;ACBD;DBCA;ABDC;BCDA;BADC;BDAC;BCAD;BCAD;DCBA;ABCD,23621;4338;2681;2290;17811;6258;5410;9747;5583;54367;3994;9317;5225;9558;4021;1970;8037;9029;5978;3067;8980;2237;2878;5577;5635;55628;4737;2283;2432;9322;4509;5358;5403;4709;45283;5045;7846;11117;3664;3061,sun,27;17;2;3;24;37;38;16;11;29;18;39;35;8;9;21;23;12;34;30;6;31;25;28;4;33;1;32;10;15;19;22;7;5;36;40;14;13;20;26,0,,
3L60IFZKF3VK7WLCQ25HKN3NLLTHHM,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:58 PST 2017,,,37XITHEISXM922MSQH8CCK4X7WMRCV,8hkmx4y1he,Approved,Fri Feb 10 07:48:39 PST 2017,Fri Feb 10 07:55:09 PST 2017,Fri Feb 10 10:55:09 PST 2017,Fri Feb 10 08:04:55 PST 2017,,,390,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,{},{},cylinder,oval,cube,line,arrow,half-full cube,square,sphere,wisp,arrow,cube,partial circle,cube,sun,smaller line,triable,square,partial square,oval,cylinder,smaller spiral,sun,cloud,thicker line,line,larger line,wavy line,triangle,rectangle,rectangle,line,taller cylinder,square,arrow,circle,triangle,triangle,square,arch,triangle,sun,3;1;3;2;3;2;2;1;2;3;3;3;2;4;4;3;4;2;2;2;3;1;2;2;3;2;2;1;3;4;1;4;4;2;1;2;3;4;4;3,CDAB;BACD;BCDA;DBAC;BDAC;ABDC;CBDA;BCAD;DACB;CABD;ACBD;ABCD;BCDA;ACBD;BDAC;DBAC;CDBA;CDAB;BDCA;ABDC;DCAB;ACBD;DCAB;CDAB;ACBD;CABD;CDAB;DABC;ACBD;ADCB;ABCD;CDAB;CABD;ABCD;BACD;BCDA;BCDA;DBAC;CDBA;ABDC,11111;3368;5671;6624;2896;1945;2888;2951;2832;3585;3119;10081;4671;4712;5968;3080;4816;2231;3753;5334;3416;3344;8792;2144;4791;2689;1896;2640;3703;3209;2159;6112;4721;2351;9185;3687;4640;2648;5312;2184,sun,9;39;17;30;19;21;8;23;34;27;12;25;5;33;6;15;28;29;24;36;16;13;22;3;18;4;37;20;7;26;11;35;1;31;14;32;38;10;2;40,0,,
3L60IFZKF3VK7WLCQ25HKN3NLLTHHM,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:58 PST 2017,,,3A1PQ49WVIUCQ5YREF7YHKJ0GQXH1Y,2hostdzvhe,Approved,Fri Feb 10 07:47:30 PST 2017,Fri Feb 10 07:52:15 PST 2017,Fri Feb 10 10:52:15 PST 2017,Fri Feb 10 08:04:55 PST 2017,,,285,100% (2/2),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,{},spiral,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},The Sun,3;3;2;3;3;2;4;2;4;3;3;1;3;2;1;1;3;4;3;1;2;2;2;1;3;1;1;4;4;1;1;1;4;2;2;1;3;1;3;2,CDBA;,{},sun,27;16;35;30;37;8;40;38;21;19;36;18;23;33;25;10;3;4;12;22;31;5;24;9;15;28;14;2;11;20;26;17;7;32;34;1;13;6;29;39,0,,
3L60IFZKF3VK7WLCQ25HKN3NLLTHHM,309SUPN8PFH0IYRD198RIZQDK442HL,Give brief descriptions of images (about 10 min),In this task you will be asked to give brief descriptions of images. You may take ONLY 1 HIT for this task. Native English speaker required. You need to allow Javascript to work on the HIT.,"image, description, game",$1.50 ,Fri Feb 10 07:45:25 PST 2017,5,BatchId:2682432;OriginalHitTemplateId:920937340;,5400,10800,Fri Feb 10 07:56:58 PST 2017,,,3OSWBBLG1FA34QEIZC9FL883TDJDXD,ti8d5hl79r,Approved,Fri Feb 10 07:47:24 PST 2017,Fri Feb 10 07:49:58 PST 2017,Fri Feb 10 10:49:58 PST 2017,Fri Feb 10 08:04:55 PST 2017,,,154,100% (1/1),100% (1/1),100% (1/1),impreciseAdjInterpretation,TlessC2,{},line,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},sun,2;1;1;2;3;1;3;1;2;4;1;4;1;4;4;1;4;1;1;1;1;2;2;3;4;4;4;2;4;3;2;4;1;3;4;1;2;3;1;1,ACBD;,{},sun,21;24;26;36;20;14;7;10;3;32;30;18;35;27;28;23;8;13;4;22;17;25;19;16;29;33;2;1;39;12;15;31;34;37;9;6;40;38;5;11,0,,
