,workerid,proliferate.condition,ExpFiller,Intro_object,Prime,Res_object,competitor1,competitor2,condition,condition1,correctAns1,correctAns2,determiner,determiner1,displayID,display_type,figure,instruction1,instruction3,list,location1,location10,location2,location3,location4,location5,location6,location7,location8,location9,object1,object2,object3,object4,practiceTrialType,practice_trial_number,prime,response,response_times,setting,size,size1,target1,target2,target_figure1,target_figure3,target_object1,target_object3,trial_number,error,genderUsed,correctGender,correctNoun,detUsed,correctDet
660,60,List1,Exp,,BoyThreeAmyKnives,,1,7.0,num,,AOI2,AOI8,three,,14,33-33,Amy's,,Click on the boy that has three of Amy's knives,1.0,2_spoons,girl,3_knives,2_plates,3_forks,1_spoon,1_plate,boy,boy,girl,,,,,,,,boy with knives,4020.0,kitchenwares,big,,2,8.0,,boy,,3_knives,9.0,,boy,1,1,noDet,1
661,60,List1,Exp,,GirlAllSusanBananas,,4,10.0,all,,AOI3,AOI9,all,,4,33-33,Susan's,,Click on the girl that has all of Susan's bananas,1.0,2_pears,girl,3_apples,3_bananas,2_oranges,1_orange,1_pear,boy,boy,girl,,,,,,,,boy with bananas,4520.0,fruit,big,,3,9.0,,girl,,3_bananas,10.0,,boy,0,1,noDet,1
662,60,List1,Exp,,BoySomeMichaelScissors,,1,7.0,some,,AOI2,AOI8,some,,12,33-33,Michael's,,Click on the boy that has some of Michael's scissors,1.0,3_rulers,girl,2_scissors,2_pencils,3_erasers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,boy with scissors,9170.0,stationeries,small,,2,8.0,,boy,,2_scissors,11.0,,boy,1,1,noDet,1
663,60,List1,Filler,,GirlFourMichaelPencils,,3,9.0,four,,AOI4,AOI10,four,,48,44-22,Michael's,,Click on the girl that has four of Michael's pencils,1.0,1_ruler,girl,2_erasers,3_scissors,4_pencils,1_ruler,1_scissor,boy,boy,girl,,,,,,,,girl with pencils,7780.0,stationeries,big,,4,10.0,,girl,,4_pencils,12.0,,girl,1,1,noDet,1
664,60,List1,Exp,,BoyAllSusanPears,,1,7.0,all,,AOI2,AOI8,all,,3,33-33,Susan's,,Click on the boy that has all of Susan's pears,1.0,2_apples,girl,3_pears,2_bananas,3_oranges,1_apple,1_banana,boy,boy,girl,,,,,,,,boy with pears,3361.0,fruit,big,,2,8.0,,boy,,3_pears,13.0,,boy,1,1,noDet,1
665,60,List1,Exp,,BoySomeAmySpoons,,1,7.0,some,,AOI2,AOI8,some,,33,44-22,Amy's,,Click on the boy that has some of Amy's spoons,1.0,2_plates,girl,3_spoons,2_forks,3_knives,1_spoon,1_knife,boy,boy,girl,,,,,,,,boy with spoons,3569.0,kitchenwares,big,,2,8.0,,boy,,3_spoons,14.0,,boy,1,1,noDet,1
666,60,List1,Exp,,GirlAllAmySpoons,,4,10.0,all,,AOI3,AOI9,all,,36,44-22,Amy's,,Click on the girl that has all of Amy's spoons,1.0,3_plates,girl,2_knives,2_spoons,3_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,girl with spoons,4200.0,kitchenwares,small,,3,9.0,,girl,,2_spoons,15.0,,girl,1,1,noDet,1
667,60,List1,Filler,,BoyOneAmyPlates,,2,8.0,one,,AOI1,AOI7,one,,38,33-33,Amy's,,Click on the boy that has one of Amy's plates,1.0,1_plate,girl,3_knives,3_forks,3_spoons,2_plates,0,boy,boy,girl,,,,,,,,boy with a plate,4420.0,kitchenwares,small,,1,7.0,,boy,,1_plate,16.0,,boy,1,1,a,1
668,60,List1,Filler,,GirlFourAmyPlates,,3,9.0,four,,AOI4,AOI10,four,,47,44-22,Amy's,,Click on the girl that has four of Amy's plates,1.0,1_knife,girl,3_forks,2_spoons,4_plates,1_knife,1_fork,boy,boy,girl,,,,,,,,girl with a plates,4480.0,kitchenwares,big,,4,10.0,,girl,,4_plates,17.0,,girl,1,1,a,1
669,60,List1,Exp,,BoyThreeAmyPlates,,2,8.0,num,,AOI1,AOI7,three,,31,44-22,Amy's,,Click on the boy that has three of Amy's plates,1.0,3_plates,girl,2_forks,3_spoons,2_knives,1_spoon,1_plate,boy,boy,girl,,,,,,,,boy with plates,3530.0,kitchenwares,big,,1,7.0,,boy,,3_plates,18.0,,boy,1,1,noDet,1
670,60,List1,Exp,,GirlSomeAmyKnives,,4,10.0,some,,AOI3,AOI9,some,,15,33-33,Amy's,,Click on the girl that has some of Amy's knives,1.0,2_spoons,girl,3_plates,2_knives,3_forks,1_spoon,1_knife,boy,boy,girl,,,,,,,,girl with knives,4220.0,kitchenwares,small,,3,9.0,,girl,,2_knives,19.0,,girl,1,1,noDet,1
671,60,List1,Exp,,GirlSomeMichaelRulers,,3,9.0,some,,AOI4,AOI10,some,,30,44-22,Michael's,,Click on the girl that has some of Michael's rulers,1.0,3_erasers,girl,2_pencils,2_scissors,3_rulers,1_ruler,1_eraser,boy,boy,girl,,,,,,,,girl with rulers,4000.0,stationeries,big,,4,10.0,,girl,,3_rulers,20.0,,girl,1,1,noDet,1
672,60,List1,Exp,,BoyTwoMichaelPencils,,1,7.0,num,,AOI2,AOI8,two,,28,44-22,Michael's,,Click on the boy that has two of Michael's pencils,1.0,3_scissors,girl,2_pencils,2_erasers,3_rulers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,boy with pencils,3580.0,stationeries,small,,2,8.0,,boy,,2_pencils,21.0,,boy,1,1,noDet,1
673,60,List1,Exp,,GirlThreeSusanOranges,,4,10.0,num,,AOI3,AOI9,three,,23,44-22,Susan's,,Click on the girl that has three of Susan's oranges,1.0,3_apples,girl,2_pears,3_oranges,2_bananas,1_apple,1_orange,boy,boy,girl,,,,,,,,girl with oranges,4271.0,fruit,big,,3,9.0,,girl,,3_oranges,22.0,,girl,1,1,noDet,1
674,60,List1,Exp,,BoyAllMichaelScissors,,2,8.0,all,,AOI1,AOI7,all,,7,33-33,Michael's,,Click on the boy that has all of Michael's scissors,1.0,3_scissors,girl,2_pencils,3_erasers,2_rulers,1_pencil,1_ruler,boy,boy,girl,,,,,,,,boy with scissors,5401.0,stationeries,big,,1,7.0,,boy,,3_scissors,23.0,,boy,1,1,noDet,1
675,60,List1,Exp,,GirlAllMichaelRulers,,3,9.0,all,,AOI4,AOI10,all,,8,33-33,Michael's,,Click on the girl that has all of Michael's rulers,1.0,2_scissors,girl,3_pencils,2_erasers,3_rulers,1_eraser,1_scissor,boy,boy,girl,,,,,,,,girls with rulers,8318.0,stationeries,big,,4,10.0,,girl,,3_rulers,24.0,,girl,1,1,noDet,1
676,60,List1,Exp,,BoySomeSusanOranges,,1,7.0,some,,AOI2,AOI8,some,,2,33-33,Susan's,,Click on the boy that has some of Susan's oranges,1.0,3_apples,girl,2_oranges,2_bananas,3_pears,1_banana,1_orange,boy,boy,girl,,,,,,,,boy with oranges,4780.0,fruit,small,,2,8.0,,boy,,2_oranges,25.0,,boy,1,1,noDet,1
677,60,List1,Filler,,BoyFourMichaelScissors,,2,8.0,four,,AOI1,AOI7,four,,43,44-22,Michael's,,Click on the boy that has four of Michael's scissors,1.0,4_scissors,girl,1_pencil,2_rulers,3_erasers,1_pencil,1_eraser,boy,boy,girl,,,,,,,,boy with scissors,5101.0,stationeries,big,,1,7.0,,boy,,4_scissors,26.0,,boy,1,1,noDet,1
678,60,List1,Exp,,GirlSomeSusanApples,,4,10.0,some,,AOI3,AOI9,some,,20,44-22,Susan's,,Click on the girl that has some of Susan's apples,1.0,3_pears,girl,2_bananas,3_apples,2_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,girl with apples,3880.0,fruit,big,,3,9.0,,girl,,3_apples,27.0,,girl,1,1,noDet,1
679,60,List1,Filler,,BoyFourSusanBananas,,1,7.0,four,,AOI2,AOI8,four,,44,44-22,Susan's,,Click on the boy that has four of Susan's bananas,1.0,1_orange,girl,4_bananas,3_pears,2_apples,1_orange,1_pear,boy,boy,girl,,,,,,,,boy with bananas,7100.0,fruit,big,,2,8.0,,boy,,4_bananas,28.0,,boy,1,1,noDet,1
680,60,List1,Exp,,GirlSomeAmyForks,,4,10.0,some,,AOI3,AOI9,some,,34,44-22,Amy's,,Click on the girl that has some of Amy's forks,1.0,2_spoons,girl,3_plates,3_forks,2_knives,1_fork,1_plate,boy,boy,girl,,,,,,,,girl with forks,4520.0,kitchenwares,big,,3,9.0,,girl,,3_forks,29.0,,girl,1,1,noDet,1
681,60,List1,Exp,,BoyTwoSusanApples,,2,8.0,num,,AOI1,AOI7,two,,24,44-22,Susan's,,Click on the boy that has two of Susan's apples,1.0,2_apples,girl,3_pears,3_bananas,2_oranges,1_banana,1_pear,boy,boy,girl,,,,,,,,boy with apples,3640.0,fruit,small,,1,7.0,,boy,,2_apples,30.0,,boy,1,1,noDet,1
682,60,List1,Exp,,GirlAllAmyPlates,,3,9.0,all,,AOI4,AOI10,all,,35,44-22,Amy's,,Click on the girl that has all of Amy's plates,1.0,3_spoons,girl,2_forks,3_knives,2_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,girl with plates,3890.0,kitchenwares,small,,4,10.0,,girl,,2_plates,31.0,,girl,1,1,noDet,1
683,60,List1,Filler,,BoyOneSusanApples,,2,8.0,one,,AOI1,AOI7,one,,37,33-33,Susan's,,Click on the boy that has one of Susan's apples,1.0,1_apple,girl,3_pears,3_bananas,3_oranges,2_apples,0,boy,boy,girl,,,,,,,,boy with an apples,8700.0,fruit,small,,1,7.0,,boy,,1_apple,32.0,,boy,1,1,a,1
684,60,List1,Filler,,GirlFourAmyKnives,,4,10.0,four,,AOI3,AOI9,four,,46,44-22,Amy's,,Click on the girl that has four of Amy's knives,1.0,1_spoon,girl,3_plates,4_knives,2_forks,1_spoon,1_plate,boy,boy,girl,,,,,,,,girl with knives,4540.0,kitchenwares,big,,3,9.0,,girl,,4_knives,33.0,,girl,1,1,noDet,1
685,60,List1,Exp,,GirlTwoSusanBananas,,3,9.0,num,,AOI4,AOI10,two,,5,33-33,Susan's,,Click on the girl that has two of Susan's bananas,1.0,2_pears,girl,3_apples,3_oranges,2_bananas,1_banana,1_pear,boy,boy,girl,,,,,,,,girl with bananas,7071.0,fruit,small,,4,10.0,,girl,,2_bananas,34.0,,girl,1,1,noDet,1
686,60,List1,Exp,,GirlTwoMichaelRulers,,4,10.0,num,,AOI3,AOI9,two,,9,33-33,Michael's,,Click on the girl that has two of Michael's rulers,1.0,3_pencils,girl,2_scissors,2_rulers,3_erasers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,girl with rulers,7628.0,stationeries,small,,3,9.0,,girl,,2_rulers,35.0,,girl,1,1,noDet,1
687,60,List1,Exp,,BoyThreeMichaelErasers,,1,7.0,num,,AOI2,AOI8,three,,27,44-22,Michael's,,Click on the boy that has three of Michael's erasers,1.0,2_rulers,girl,3_erasers,2_scissors,3_pencils,1_pencil,1_eraser,boy,boy,girl,,,,,,,,boy with erasers,5820.0,stationeries,big,,2,8.0,,boy,,3_erasers,36.0,,boy,1,1,noDet,1
688,60,List1,Exp,,BoySomeMichaelPencils,,2,8.0,some,,AOI1,AOI7,some,,29,44-22,Michael's,,Click on the boy that has some of Michael's pencils,1.0,3_pencils,girl,2_erasers,3_scissors,2_rulers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,boy with pencils,6321.0,stationeries,big,,1,7.0,,boy,,3_pencils,37.0,,boy,1,1,noDet,1
689,60,List1,Exp,,BoySomeMichaelErasers,,2,8.0,some,,AOI1,AOI7,some,,11,33-33,Michael's,,Click on the boy that has some of Michael's erasers,1.0,2_erasers,girl,3_pencils,2_rulers,3_scissors,1_ruler,1_eraser,boy,boy,girl,,,,,,,,boy with erasers,4950.0,stationeries,small,,1,7.0,,boy,,2_erasers,38.0,,boy,1,1,noDet,1
690,60,List1,Exp,,BoyAllAmyKnives,,2,8.0,all,,AOI1,AOI7,all,,18,33-33,Amy's,,Click on the boy that has all of Amy's knives,1.0,3_knives,girl,2_plates,3_spoons,2_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,boy with knives,4100.0,kitchenwares,big,,1,7.0,,boy,,3_knives,39.0,,boy,1,1,noDet,1
691,60,List1,Exp,,GirlThreeSusanPears,,3,9.0,num,,AOI4,AOI10,three,,6,33-33,Susan's,,Click on the girl that has three of Susan's pears,1.0,2_oranges,girl,3_bananas,2_apples,3_pears,1_apple,1_orange,boy,boy,girl,,,,,,,,girl with pears,3720.0,fruit,big,,4,10.0,,girl,,3_pears,40.0,,girl,1,1,noDet,1
692,60,List1,Exp,,GirlAllMichaelPencils,,3,9.0,all,,AOI4,AOI10,all,,25,44-22,Michael's,,Click on the girl that has all of Michael's pencils,1.0,3_erasers,girl,2_rulers,3_scissors,2_pencils,1_eraser,1_scissor,boy,boy,girl,,,,,,,,girl with pencils,4580.0,stationeries,small,,4,10.0,,girl,,2_pencils,41.0,,girl,1,1,noDet,1
693,60,List1,Filler,,GirlFourSusanOranges,,4,10.0,four,,AOI3,AOI9,four,,45,44-22,Susan's,,Click on the girl that has four of Susan's oranges,1.0,2_pears,girl,3_apples,4_oranges,1_banana,1_banana,1_apple,boy,boy,girl,,,,,,,,girl with oranges,3980.0,fruit,big,,3,9.0,,girl,,4_oranges,42.0,,girl,1,1,noDet,1
694,60,List1,Filler,,GirlOneMichaelErasers,,4,10.0,one,,AOI3,AOI9,one,,41,33-33,Michael's,,Click on the girl that has one of Michael's erasers,1.0,3_pencils,girl,3_scissors,1_eraser,3_rulers,2_erasers,0,boy,boy,girl,,,,,,,,girl with an erasers,12950.0,stationeries,small,,3,9.0,,girl,,1_eraser,43.0,,girl,1,1,a,1
695,60,List1,Exp,,GirlSomeSusanBananas,,3,9.0,some,,AOI4,AOI10,some,,19,44-22,Susan's,,Click on the girl that has some of Susan's bananas,1.0,3_oranges,girl,2_apples,2_pears,3_bananas,1_banana,1_orange,boy,boy,girl,,,,,,,,girl with bananas,16411.0,fruit,big,,4,10.0,,girl,,3_bananas,44.0,,girl,1,1,noDet,1
696,60,List1,Exp,,BoyAllAmyForks,,1,7.0,all,,AOI2,AOI8,all,,17,33-33,Amy's,,Click on the boy that has all of Amy's forks,1.0,2_spoons,girl,3_forks,2_knives,3_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,boy with forks,4010.0,kitchenwares,big,,2,8.0,,boy,,3_forks,45.0,,boy,1,1,noDet,1
697,60,List1,Exp,,BoySomeSusanPears,,2,8.0,some,,AOI1,AOI7,some,,1,33-33,Susan's,,Click on the boy that has some of Susan's pears,1.0,2_pears,girl,3_bananas,2_apples,3_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,boy with pears,3770.0,fruit,small,,1,7.0,,boy,,2_pears,46.0,,boy,1,1,noDet,1
698,60,List1,Exp,,GirlTwoAmyForks,,3,9.0,num,,AOI4,AOI10,two,,13,33-33,Amy's,,Click on the girl that has two of Amy's forks,1.0,2_knives,girl,3_spoons,3_plates,2_forks,1_fork,1_knife,boy,boy,girl,,,,,,,,girl with forks,4870.0,kitchenwares,small,,4,10.0,,girl,,2_forks,47.0,,girl,1,1,noDet,1
699,60,List1,Filler,,BoyOneMichaelRulers,,1,7.0,one,,AOI2,AOI8,one,,40,33-33,Michael's,,Click on the boy that has one of Michael's rulers,1.0,3_erasers,girl,1_ruler,3_pencils,3_scissors,2_scissors,0,boy,boy,girl,,,,,,,,boy with a ruler,3700.0,stationeries,small,,2,8.0,,boy,,1_ruler,48.0,,boy,1,1,a,1
700,70,List1,Prac,kitchware_Amy_Monday,,Residue_kitchen,4,,,num,AOI3,AOI9,,three,5,44-22,Amy,Click on the girl that has three of Amy's knives,,,2_spoons,girl,3_forks,3_knives,2_plates,1_fork,1_knife,boy,boy,girl,knives,D4_forks,D2_spoons,D4_knives,production practice,1.0,GirlThreeAmyknives,girl with three knives,,kitchenwares,,big,3,,girl,,3_knives,,,,girl,0,0,three,0
701,70,List1,Prac,kitchware_Amy_Tuesday,,Slience,2,,,some,AOI4,AOI10,,some,6,33-33,Amy,Click on the girl that has some of Amy's forks,,,3_spoons,girl,2_knives,3_plates,2_forks,1_fork,1_knife,boy,boy,girl,forks,D3_forks,D3_spoons,D3_knives,production practice,2.0,GirlSomeAmyforks,girl with two forks,,kitchenwares,,big,4,,girl,,2_forks,,,,girl,0,0,two,0
702,70,List1,Exp,,GirlSomeAmyPlates,,3,9.0,some,,AOI4,AOI10,some,,16,33-33,Amy's,,Click on the girl that has some of Amy's plates,1.0,2_forks,girl,3_knives,3_spoons,2_plates,1_fork,1_plate,boy,boy,girl,,,,,,,,girl with two plates,5490.0,kitchenwares,small,,4,10.0,,girl,,2_plates,1.0,,girl,1,1,two,1
703,70,List1,Exp,,GirlAllMichaelPencils,,3,9.0,all,,AOI4,AOI10,all,,25,44-22,Michael's,,Click on the girl that has all of Michael's pencils,1.0,3_erasers,girl,2_rulers,3_scissors,2_pencils,1_eraser,1_scissor,boy,boy,girl,,,,,,,,girl with two pens,6007.0,stationeries,small,,4,10.0,,girl,,2_pencils,2.0,,girl,1,0,two,1
704,70,List1,Exp,,GirlThreeSusanOranges,,4,10.0,num,,AOI3,AOI9,three,,23,44-22,Susan's,,Click on the girl that has three of Susan's oranges,1.0,3_apples,girl,2_pears,3_oranges,2_bananas,1_apple,1_orange,boy,boy,girl,,,,,,,,girl with some oranges,5158.0,fruit,big,,3,9.0,,girl,,3_oranges,3.0,,girl,1,1,some,1
705,70,List1,Exp,,GirlSomeSusanApples,,4,10.0,some,,AOI3,AOI9,some,,20,44-22,Susan's,,Click on the girl that has some of Susan's apples,1.0,3_pears,girl,2_bananas,3_apples,2_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,girl with some apples,3851.0,fruit,big,,3,9.0,,girl,,3_apples,4.0,,girl,1,1,some,1
706,70,List1,Exp,,GirlAllMichaelErasers,,4,10.0,all,,AOI3,AOI9,all,,26,44-22,Michael's,,Click on the girl that has all of Michael's erasers,1.0,3_pencils,girl,2_scissors,2_erasers,3_rulers,1_pencil,1_ruler,boy,boy,girl,,,,,,,,girl with some erasers,5043.0,stationeries,small,,3,9.0,,girl,,2_erasers,5.0,,girl,1,1,some,1
707,70,List1,Exp,,BoySomeSusanOranges,,1,7.0,some,,AOI2,AOI8,some,,2,33-33,Susan's,,Click on the boy that has some of Susan's oranges,1.0,3_apples,girl,2_oranges,2_bananas,3_pears,1_banana,1_orange,boy,boy,girl,,,,,,,,boy with some oranges,3983.0,fruit,small,,2,8.0,,boy,,2_oranges,6.0,,boy,1,1,some,1
708,70,List1,Exp,,BoySomeMichaelPencils,,2,8.0,some,,AOI1,AOI7,some,,29,44-22,Michael's,,Click on the boy that has some of Michael's pencils,1.0,3_pencils,girl,2_erasers,3_scissors,2_rulers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,boy with some pencils,7286.0,stationeries,big,,1,7.0,,boy,,3_pencils,7.0,,boy,1,1,some,1
709,70,List1,Exp,,BoySomeSusanPears,,2,8.0,some,,AOI1,AOI7,some,,1,33-33,Susan's,,Click on the boy that has some of Susan's pears,1.0,2_pears,girl,3_bananas,2_apples,3_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,boy with some pears,10209.0,fruit,small,,1,7.0,,boy,,2_pears,8.0,,boy,1,1,some,1
710,70,List1,Exp,,BoyTwoAmySpoons,,2,8.0,num,,AOI1,AOI7,two,,32,44-22,Amy's,,Click on the boy that has two of Amy's spoons,1.0,2_spoons,girl,3_knives,3_forks,2_plates,1_fork,1_knife,boy,boy,girl,,,,,,,,boy with some spoons,4397.0,kitchenwares,small,,1,7.0,,boy,,2_spoons,9.0,,boy,1,1,some,1
711,70,List1,Exp,,GirlAllAmyPlates,,3,9.0,all,,AOI4,AOI10,all,,35,44-22,Amy's,,Click on the girl that has all of Amy's plates,1.0,3_spoons,girl,2_forks,3_knives,2_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,girl with two plates,4026.0,kitchenwares,small,,4,10.0,,girl,,2_plates,10.0,,girl,1,1,two,1
712,70,List1,Filler,,BoyOneAmySpoons,,1,7.0,one,,AOI2,AOI8,one,,39,33-33,Amy's,,Click on the boy that has one of Amy's spoons,1.0,3_forks,girl,1_spoon,3_plates,3_knives,2_spoons,0,boy,boy,girl,,,,,,,,boy with a spoon,6733.0,kitchenwares,small,,2,8.0,,boy,,1_spoon,11.0,,boy,1,1,a,1
713,70,List1,Filler,,GirlFourSusanOranges,,4,10.0,four,,AOI3,AOI9,four,,45,44-22,Susan's,,Click on the girl that has four of Susan's oranges,1.0,2_pears,girl,3_apples,4_oranges,1_banana,1_banana,1_apple,boy,boy,girl,,,,,,,,girl with some oranges,3715.0,fruit,big,,3,9.0,,girl,,4_oranges,12.0,,girl,1,1,some,1
714,70,List1,Exp,,GirlTwoAmyForks,,3,9.0,num,,AOI4,AOI10,two,,13,33-33,Amy's,,Click on the girl that has two of Amy's forks,1.0,2_knives,girl,3_spoons,3_plates,2_forks,1_fork,1_knife,boy,boy,girl,,,,,,,,girl with some forks,4836.0,kitchenwares,small,,4,10.0,,girl,,2_forks,13.0,,girl,1,1,some,1
715,70,List1,Exp,,BoyTwoMichaelPencils,,1,7.0,num,,AOI2,AOI8,two,,28,44-22,Michael's,,Click on the boy that has two of Michael's pencils,1.0,3_scissors,girl,2_pencils,2_erasers,3_rulers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,boy with some pencils,8036.0,stationeries,small,,2,8.0,,boy,,2_pencils,14.0,,boy,1,1,some,1
716,70,List1,Exp,,BoyAllSusanOranges,,1,7.0,all,,AOI2,AOI8,all,,21,44-22,Susan's,,Click on the boy that has all of Susan's oranges,1.0,3_bananas,girl,2_oranges,3_apples,2_pears,1_apple,1_banana,boy,boy,girl,,,,,,,,boy with two oranges,26286.0,fruit,small,,2,8.0,,boy,,2_oranges,15.0,,boy,1,1,two,1
717,70,List1,Filler,,BoyOneSusanApples,,2,8.0,one,,AOI1,AOI7,one,,37,33-33,Susan's,,Click on the boy that has one of Susan's apples,1.0,1_apple,girl,3_pears,3_bananas,3_oranges,2_apples,0,boy,boy,girl,,,,,,,,boy with an apple,3432.0,fruit,small,,1,7.0,,boy,,1_apple,16.0,,boy,1,1,a,1
718,70,List1,Exp,,BoyAllAmyKnives,,2,8.0,all,,AOI1,AOI7,all,,18,33-33,Amy's,,Click on the boy that has all of Amy's knives,1.0,3_knives,girl,2_plates,3_spoons,2_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,boy with some knives,3974.0,kitchenwares,big,,1,7.0,,boy,,3_knives,17.0,,boy,1,1,some,1
719,70,List1,Exp,,BoyAllSusanPears,,1,7.0,all,,AOI2,AOI8,all,,3,33-33,Susan's,,Click on the boy that has all of Susan's pears,1.0,2_apples,girl,3_pears,2_bananas,3_oranges,1_apple,1_banana,boy,boy,girl,,,,,,,,boy with some pears,3943.0,fruit,big,,2,8.0,,boy,,3_pears,18.0,,boy,1,1,some,1
720,70,List1,Exp,,BoyAllMichaelScissors,,2,8.0,all,,AOI1,AOI7,all,,7,33-33,Michael's,,Click on the boy that has all of Michael's scissors,1.0,3_scissors,girl,2_pencils,3_erasers,2_rulers,1_pencil,1_ruler,boy,boy,girl,,,,,,,,boy with some scissors,4405.0,stationeries,big,,1,7.0,,boy,,3_scissors,19.0,,boy,1,1,some,1
721,70,List1,Exp,,GirlAllAmySpoons,,4,10.0,all,,AOI3,AOI9,all,,36,44-22,Amy's,,Click on the girl that has all of Amy's spoons,1.0,3_plates,girl,2_knives,2_spoons,3_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,girl with some spoons,5093.0,kitchenwares,small,,3,9.0,,girl,,2_spoons,20.0,,girl,1,1,some,1
722,70,List1,Exp,,GirlAllMichaelRulers,,3,9.0,all,,AOI4,AOI10,all,,8,33-33,Michael's,,Click on the girl that has all of Michael's rulers,1.0,2_scissors,girl,3_pencils,2_erasers,3_rulers,1_eraser,1_scissor,boy,boy,girl,,,,,,,,girl with some rulers,4517.0,stationeries,big,,4,10.0,,girl,,3_rulers,21.0,,girl,1,1,some,1
723,70,List1,Exp,,BoyTwoSusanApples,,2,8.0,num,,AOI1,AOI7,two,,24,44-22,Susan's,,Click on the boy that has two of Susan's apples,1.0,2_apples,girl,3_pears,3_bananas,2_oranges,1_banana,1_pear,boy,boy,girl,,,,,,,,boy with some apples,3580.0,fruit,small,,1,7.0,,boy,,2_apples,22.0,,boy,1,1,some,1
724,70,List1,Exp,,GirlSomeAmyForks,,4,10.0,some,,AOI3,AOI9,some,,34,44-22,Amy's,,Click on the girl that has some of Amy's forks,1.0,2_spoons,girl,3_plates,3_forks,2_knives,1_fork,1_plate,boy,boy,girl,,,,,,,,girl with some forks,3939.0,kitchenwares,big,,3,9.0,,girl,,3_forks,23.0,,girl,1,1,some,1
725,70,List1,Exp,,GirlThreeSusanPears,,3,9.0,num,,AOI4,AOI10,three,,6,33-33,Susan's,,Click on the girl that has three of Susan's pears,1.0,2_oranges,girl,3_bananas,2_apples,3_pears,1_apple,1_orange,boy,boy,girl,,,,,,,,girl with some pears,22764.0,fruit,big,,4,10.0,,girl,,3_pears,24.0,,girl,1,1,some,1
726,70,List1,Exp,,BoyAllSusanApples,,2,8.0,all,,AOI1,AOI7,all,,22,44-22,Susan's,,Click on the boy that has all of Susan's apples,1.0,2_apples,girl,3_pears,3_oranges,2_bananas,1_orange,1_pear,boy,boy,girl,,,,,,,,boy with some apples,3108.0,fruit,small,,1,7.0,,boy,,2_apples,25.0,,boy,1,1,some,1
727,70,List1,Exp,,BoyThreeMichaelErasers,,1,7.0,num,,AOI2,AOI8,three,,27,44-22,Michael's,,Click on the boy that has three of Michael's erasers,1.0,2_rulers,girl,3_erasers,2_scissors,3_pencils,1_pencil,1_eraser,boy,boy,girl,,,,,,,,boy with some erasers,4321.0,stationeries,big,,2,8.0,,boy,,3_erasers,26.0,,boy,1,1,some,1
728,70,List1,Exp,,BoyThreeAmyKnives,,1,7.0,num,,AOI2,AOI8,three,,14,33-33,Amy's,,Click on the boy that has three of Amy's knives,1.0,2_spoons,girl,3_knives,2_plates,3_forks,1_spoon,1_plate,boy,boy,girl,,,,,,,,boy with some knives,3988.0,kitchenwares,big,,2,8.0,,boy,,3_knives,27.0,,boy,1,1,some,1
729,70,List1,Filler,,GirlOneMichaelErasers,,4,10.0,one,,AOI3,AOI9,one,,41,33-33,Michael's,,Click on the girl that has one of Michael's erasers,1.0,3_pencils,girl,3_scissors,1_eraser,3_rulers,2_erasers,0,boy,boy,girl,,,,,,,,girl with an eraser,3552.0,stationeries,small,,3,9.0,,girl,,1_eraser,28.0,,girl,1,1,a,1
730,70,List1,Exp,,GirlAllSusanBananas,,4,10.0,all,,AOI3,AOI9,all,,4,33-33,Susan's,,Click on the girl that has all of Susan's bananas,1.0,2_pears,girl,3_apples,3_bananas,2_oranges,1_orange,1_pear,boy,boy,girl,,,,,,,,girl with some bananas,4069.0,fruit,big,,3,9.0,,girl,,3_bananas,29.0,,girl,1,1,some,1
731,70,List1,Filler,,GirlFourAmyPlates,,3,9.0,four,,AOI4,AOI10,four,,47,44-22,Amy's,,Click on the girl that has four of Amy's plates,1.0,1_knife,girl,3_forks,2_spoons,4_plates,1_knife,1_fork,boy,boy,girl,,,,,,,,girl with some plates,3826.0,kitchenwares,big,,4,10.0,,girl,,4_plates,30.0,,girl,1,1,some,1
732,70,List1,Filler,,BoyFourMichaelScissors,,2,8.0,four,,AOI1,AOI7,four,,43,44-22,Michael's,,Click on the boy that has four of Michael's scissors,1.0,4_scissors,girl,1_pencil,2_rulers,3_erasers,1_pencil,1_eraser,boy,boy,girl,,,,,,,,boy with some scissors,4975.0,stationeries,big,,1,7.0,,boy,,4_scissors,31.0,,boy,1,1,some,1
